3	601	1
3	4575	1
3	6635	2
3	7417	2
3	7567	2
3	7654	1
3	8339	1
3	8671	3
3	8892	1
9	365	1
9	595	1
9	818	2
9	1027	1
9	1806	1
9	1957	1
9	2108	1
9	2274	1
9	2371	1
9	2444	1
9	2460	1
9	2623	1
9	2882	1
9	2906	1
9	2984	1
9	3350	1
9	3428	1
9	3696	1
9	4824	1
9	4838	1
9	4918	1
9	4953	1
9	5008	1
9	5356	1
9	5358	1
9	5485	1
9	6338	1
9	6818	2
9	6888	1
9	7184	1
9	7255	1
9	7259	1
9	7933	2
9	8634	1
9	8959	1
11	795	1
11	818	2
11	949	1
11	1619	1
11	1681	2
11	2371	4
11	2882	4
11	3022	1
11	4379	1
11	4622	1
11	4768	1
11	5133	1
11	6888	1
11	7230	1
11	7346	1
11	8207	1
11	8230	1
11	8231	1
11	9260	1
25	429	1
25	591	1
25	592	2
25	1279	1
25	1356	1
25	1357	1
25	1605	1
25	1607	1
25	2140	1
25	2432	1
25	2433	1
25	3914	1
25	4442	1
25	4665	1
25	4666	2
25	4724	1
25	4789	1
25	4790	3
25	4989	1
25	5910	2
25	6203	1
25	6340	1
25	6504	2
25	7383	2
25	7474	1
25	7499	1
25	8143	2
25	8923	1
25	8924	3
25	9021	1
25	9022	1
31	218	2
31	3117	2
37	107	1
37	133	1
37	297	1
37	307	1
37	1387	1
37	2006	1
37	2498	2
37	2527	2
37	2770	1
37	2825	1
37	3269	2
37	3730	1
37	3905	1
37	4714	2
37	5051	1
37	5489	2
37	6618	1
37	6712	1
37	6854	5
37	7694	2
37	7996	1
37	8010	1
37	8070	1
37	8332	1
37	8563	1
37	8849	2
39	975	1
39	1618	2
39	1935	1
39	2306	2
39	2759	1
39	3364	1
39	4972	1
39	5407	1
39	5447	1
39	5604	2
39	7034	1
39	7124	2
39	8726	2
39	8759	1
39	9061	1
40	977	1
40	1619	1
40	1936	1
40	2307	2
40	2760	1
40	3365	1
40	4974	1
40	5448	1
40	5605	1
40	7036	1
40	7125	2
40	8727	1
40	8760	1
40	9391	1
41	1917	2
41	9268	1
41	9428	1
42	1918	2
42	2126	1
52	105	2
52	585	1
52	617	2
52	1806	7
52	2269	2
52	2623	1
52	3229	2
52	3268	2
52	3750	2
52	3801	2
52	4522	1
52	5920	5
52	6280	1
52	6302	2
52	6350	1
52	6630	2
52	7237	2
52	7265	1
52	8124	1
52	8125	1
52	8304	1
52	8305	1
52	8712	2
52	9296	2
52	9359	1
57	574	2
57	1322	2
57	2033	2
57	2242	2
57	2928	2
57	4862	2
57	7178	2
57	8671	2
70	977	1
70	1210	1
70	1786	1
70	3050	1
70	3787	1
70	5750	1
72	396	3
72	975	1
72	2469	1
72	2470	1
72	4837	2
72	5015	1
72	6817	1
72	8655	1
72	8953	1
73	397	2
73	992	1
73	1943	1
73	2078	1
73	2473	2
73	3330	1
73	4838	2
73	5016	1
73	5018	1
73	7527	1
73	8657	1
73	8839	1
73	9441	1
76	206	1
76	1146	1
76	1302	1
76	2884	1
76	3475	1
76	4763	1
76	5644	1
76	8093	1
76	8949	1
80	365	3
80	1957	1
80	2890	1
80	2982	1
80	2984	1
80	3711	2
80	7355	2
82	99	3
82	1589	1
82	2306	3
82	2759	1
82	2973	1
82	4219	1
82	5434	1
82	5604	1
82	7124	1
82	8628	1
82	8726	3
82	8732	1
82	9061	2
83	977	1
83	2307	3
83	2760	1
83	3017	2
83	3365	3
83	4453	2
83	4974	1
83	5435	2
83	5588	2
83	5605	1
83	5737	2
83	5823	2
83	7655	2
83	8114	3
83	8727	1
96	1454	1
96	1806	3
96	1936	1
96	3158	1
96	4088	1
96	4522	1
96	5448	1
96	7037	1
96	8124	1
96	8125	2
96	8304	1
96	8325	1
96	8712	1
96	8760	1
96	8790	1
99	1589	2
99	2306	4
99	2598	1
99	2759	1
99	2973	2
99	4219	1
99	5434	2
99	5604	1
99	7124	1
99	8628	2
99	8726	4
99	8732	2
99	9061	3
105	1408	1
105	1806	5
105	2414	1
105	3229	2
105	5920	3
105	6280	4
105	6350	3
105	8712	2
105	9296	1
106	306	2
106	1955	1
106	2526	1
106	5227	1
106	5389	1
106	6853	3
106	8848	1
107	133	1
107	307	2
107	308	2
107	650	1
107	1956	1
107	2379	1
107	3904	1
107	3905	2
107	4220	1
107	6854	3
