author_id	full_name	first_name	n_pubs	gender	discipline
1629293	van acker, k	kristien	31	f	CLINICAL MEDICINE
1659248	leyns, l	luc	31	m	BASIC LIFE SCIENCES
1683873	thienpont, h	hugo	341	m	PHYSICS AND MATERIALS SCIENCE
1712696	gobin, a	anne	37	f	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
3221178	fally, s	sophie	30	f	CHEMISTRY AND CHEMICAL ENGINEERING
3244878	houf, k	kurt	120	m	BASIC LIFE SCIENCES
3250712	crine, m	michel	95	m	CHEMISTRY AND CHEMICAL ENGINEERING
3258114	kesteloot, c	chris	3	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
3281578	deplaen, e	etienne	75	m	BASIC LIFE SCIENCES
5008328	van steen, a	andre	35	m	CLINICAL MEDICINE
5031049	verspecht, j	jan	18	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
5076412	differding, e	edmond	4	m	CHEMISTRY AND CHEMICAL ENGINEERING
5077852	christophe, c	catherine	66	f	CLINICAL MEDICINE
5158915	hans, p	pol	142	m	CLINICAL MEDICINE
5160962	coroama, m	manuela	8	f	BIOMEDICAL SCIENCES
5194529	marchal, k	kathleen	148	f	BASIC LIFE SCIENCES
6734742	wagers, ss	scott	29	m	CLINICAL MEDICINE
8029540	delplancke-ogletree, mp	marie-paule	57	f	PHYSICS AND MATERIALS SCIENCE
8037628	claes, r	rita	10	f	PSYCHOLOGY
8169942	van gaal, l	luc	463	m	CLINICAL MEDICINE
9352700	de houwer, a	annick	8	f	LANGUAGE AND LINGUISTICS
9357230	medaer, r	robert	41	m	BIOMEDICAL SCIENCES
9525472	golinval, jc	jean-claude	74	m	MECHANICAL ENGINEERING AND AEROSPACE
9557260	de smet, l	lina	56	f	BASIC LIFE SCIENCES
11196009	onghena, p	patrick	177	m	PSYCHOLOGY
11279673	koutsoukos, m	marguerite	28	f	BIOMEDICAL SCIENCES
13015079	pirnay, jp	jean-paul	81	m	BASIC LIFE SCIENCES
13027447	vleugels, j	jef	340	m	PHYSICS AND MATERIALS SCIENCE
13041301	de mol, p	patrick	52	m	CLINICAL MEDICINE
13195214	lynen, f	frederic	116	m	CHEMISTRY AND CHEMICAL ENGINEERING
13203509	lauwers, s	sabine	106	f	CLINICAL MEDICINE
13241406	remion, j	jeanine	2	f	CHEMISTRY AND CHEMICAL ENGINEERING
14930770	van nieuwenhove, r	rudi	11	m	ENERGY SCIENCE AND TECHNOLOGY
14950565	vandergroen, g	guido	212	m	BIOMEDICAL SCIENCES
14988969	latour, p	pascale	6	f	CLINICAL MEDICINE
14995696	borremans, fam	frans a. m.	52	m	CHEMISTRY AND CHEMICAL ENGINEERING
15029038	decker, g	georges	39	m	CLINICAL MEDICINE
18696740	vanhees, l	luc	197	m	CLINICAL MEDICINE
20380356	rabijns, a	anja	45	f	BASIC LIFE SCIENCES
20467617	van doorn, kj	karin janssen	24	f	CLINICAL MEDICINE
22800184	de knop, p	paul	7	m	SOCIOLOGY AND ANTHROPOLOGY
22831672	defise, jm	jean-marc	27	m	ASTRONOMY AND ASTROPHYSICS
24442284	degre, d	delphine	62	f	CLINICAL MEDICINE
27971406	van cakenberghe, v	victor	3	m	BIOLOGICAL SCIENCES
28035107	de winter, h	hans	37	m	CHEMISTRY AND CHEMICAL ENGINEERING
28052180	tanghe, a	an	11	f	BASIC LIFE SCIENCES
29775007	delaey, jj	jean-jacques	75	m	CLINICAL MEDICINE
29931210	deneubourg, jl	jean-louis	238	m	BIOLOGICAL SCIENCES
29948819	fedorenko, yg	yanina g.	22	f	PHYSICS AND MATERIALS SCIENCE
31835244	degand, h	herve	26	m	BASIC LIFE SCIENCES
33586162	bultinck, p	patrick	191	m	CHEMISTRY AND CHEMICAL ENGINEERING
33626581	de wolf, i	ingrid	153	f	PHYSICS AND MATERIALS SCIENCE
35291034	boone, m	marc	31	m	CLINICAL MEDICINE
35319303	billiau, a	an d.	319	f	BIOMEDICAL SCIENCES
35327977	colens, a	alain	2	m	CHEMISTRY AND CHEMICAL ENGINEERING
35425109	van schepdael, a	ann	240	f	CHEMISTRY AND CHEMICAL ENGINEERING
35488006	van den noortgate, n	nele	103	f	HEALTH SCIENCES
37213234	colpin, h	hilde	52	f	PSYCHOLOGY
38920421	verhoest, nec	niko e. c.	128	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
38925351	valckenaers, p	paul	51	m	COMPUTER SCIENCES
40575057	desmedt, m	marianne	7	f	HEALTH SCIENCES
40690916	devillers, r	raymond	28	m	COMPUTER SCIENCES
40799019	vanhaute, o	omer a.	13	m	CLINICAL MEDICINE
42442555	somers, v	veerle	98	f	BIOMEDICAL SCIENCES
42452544	demyttenaere, jcr	jan	34	m	CHEMISTRY AND CHEMICAL ENGINEERING
42507871	de boeck, g	gudrun	113	f	BIOLOGICAL SCIENCES
42567567	gyssens, m	marc	37	m	COMPUTER SCIENCES
42590463	melard, g	guy	24	m	STATISTICAL SCIENCES
42601577	liekens, s	sandra	111	f	BIOMEDICAL SCIENCES
44038949	verhelst, r	robert	78	m	CLINICAL MEDICINE
44131294	de lentdecker, g	giles	862	m	PHYSICS AND MATERIALS SCIENCE
44139664	noben, jp	jean-paul	83	m	BASIC LIFE SCIENCES
44189436	de borggraeve, wm	wim m.	106	m	CHEMISTRY AND CHEMICAL ENGINEERING
44207827	irrthum, a	alexandre	7	m	BASIC LIFE SCIENCES
45931476	vandermeulen, w	willy	15	m	PHYSICS AND MATERIALS SCIENCE
45936181	jerusalem, g	guy	208	m	CLINICAL MEDICINE
45980526	oury, c	cecile	77	f	CLINICAL MEDICINE
47365433	crombe, p	philippe	61	m	EARTH SCIENCES AND TECHNOLOGY
47379619	danckaert, j	jan	107	m	PHYSICS AND MATERIALS SCIENCE
47419931	reynaert, c	christine	122	f	CLINICAL MEDICINE
49298847	van den ende, j	jef	112	m	CLINICAL MEDICINE
50928436	uytterhoeven, k	koen	11	m	PHYSICS AND MATERIALS SCIENCE
50958359	sansterre, jm	jean-marie	27	m	HISTORY, PHILOSOPHY AND RELIGION
50978040	pardoen, t	thomas	181	m	PHYSICS AND MATERIALS SCIENCE
51008338	hertogs, k	kurt	97	m	BIOMEDICAL SCIENCES
51021067	buyse, g	gunnar	96	m	CLINICAL MEDICINE
51039351	raes, g	geert	79	m	BIOMEDICAL SCIENCES
51090734	weerts, j	joseph	42	m	CLINICAL MEDICINE
51094535	hetzer, w	wolfgang	17	m	LAW AND CRIMINOLOGY
858370	van geet, c	chris	170	m	CLINICAL MEDICINE
1033661	mathot, vbf	vincent b. f.	99	m	CHEMISTRY AND CHEMICAL ENGINEERING
1051552	van hoeck, b	beatrice	13	f	CLINICAL MEDICINE
2441274	wenseleers, t	tom	116	m	BIOLOGICAL SCIENCES
2537956	hafner, cm	christian m.	42	m	STATISTICAL SCIENCES
4366050	hens, h	hugo	32	m	CIVIL ENGINEERING AND CONSTRUCTION
4380783	rousseau, mf	michel f.	347	m	CLINICAL MEDICINE
4429390	stinissen, p	piet	226	m	BIOMEDICAL SCIENCES
4438225	ribera, jm	joan muela	27	f	CLINICAL MEDICINE
4501222	meuleman, n	nathalie	149	f	CLINICAL MEDICINE
9868562	lagutin, as	alexander	56	m	PHYSICS AND MATERIALS SCIENCE
9936950	boonen, s	steven	690	m	CLINICAL MEDICINE
9949300	brysbaert, m	marc	184	m	PSYCHOLOGY
9956045	demoulin, jb	jean-baptiste	94	m	BASIC LIFE SCIENCES
9960250	herbaut, ag	anne-genevieve	27	f	CLINICAL MEDICINE
9982117	depresseux, g	genevieve	82	f	CLINICAL MEDICINE
11662832	van der jeugt, j	joris	158	m	PHYSICS AND MATERIALS SCIENCE
11673560	declerck, nm	nora	61	f	CLINICAL MEDICINE
11736307	van aarle, b	bas	17	m	ECONOMICS AND BUSINESS
11745374	leunens, v	veerle	18	f	CLINICAL MEDICINE
11813026	lauwers, p	patrick	76	m	CLINICAL MEDICINE
11844953	cuppens, h	harry	84	m	BASIC LIFE SCIENCES
13516569	poty, e	edouard	25	m	EARTH SCIENCES AND TECHNOLOGY
13548893	craessaerts, k	katleen	43	f	BASIC LIFE SCIENCES
13549768	van den bosch, f	filip	346	m	CLINICAL MEDICINE
13613351	sariban, e	eric	51	m	CLINICAL MEDICINE
13622786	rasmont, p	pierre	82	m	BIOLOGICAL SCIENCES
13655542	vermeir, g	gerrit	21	m	MECHANICAL ENGINEERING AND AEROSPACE
13690034	van den berghe, s	sven	62	m	PHYSICS AND MATERIALS SCIENCE
13701584	ghoos, y	yvo	191	f	CLINICAL MEDICINE
15099534	verbanck, p	paul	168	m	CLINICAL MEDICINE
15102692	snellings, gmbf	geert m. b. f.	2	m	PHYSICS AND MATERIALS SCIENCE
15220805	jamotton, p	pierre	4	m	PHYSICS AND MATERIALS SCIENCE
15238253	van maele-fabry, g	genevieve	13	f	CLINICAL MEDICINE
15306466	de schepper, h	hennie	76	m	MATHEMATICS
16943686	van duppen, p	piet	357	m	PHYSICS AND MATERIALS SCIENCE
16958433	deroux, c	carl	44	m	CREATIVE ARTS, CULTURE AND MUSIC
16966232	van den berghe, g	greet	349	f	CLINICAL MEDICINE
17052918	grobet, pj	piet j.	100	m	CHEMISTRY AND CHEMICAL ENGINEERING
17121449	distelmans, w	wim	30	m	CLINICAL MEDICINE
18775349	vandenbol, m	micheline	92	f	BASIC LIFE SCIENCES
18898953	de beeck, ao	anne op	24	f	BASIC LIFE SCIENCES
20751772	mertens, i	ilse	87	f	CLINICAL MEDICINE
22891168	de backer, h	hugo	55	m	EARTH SCIENCES AND TECHNOLOGY
23012693	de la croix, d	david	49	m	ECONOMICS AND BUSINESS
24747613	martens, f	frank	20	m	CLINICAL MEDICINE
26583863	rogister, f	fabien	24	m	PHYSICS AND MATERIALS SCIENCE
26661225	vranckx, r	robert	54	m	CLINICAL MEDICINE
26727616	beeckman, h	hans	104	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
26727959	teughels, w	wim	114	m	CLINICAL MEDICINE
26764591	ottevaere, h	heidi	76	f	PHYSICS AND MATERIALS SCIENCE
28450318	rahmouni, s	souad	47	f	BASIC LIFE SCIENCES
8857127	van outryve, mj	marc j.	22	m	CLINICAL MEDICINE
9018236	bollen, j	joseph	12	m	CLINICAL MEDICINE
9689930	de hemptinne, b	bernard	296	m	CLINICAL MEDICINE
11528165	huyse, m	mark	349	m	PHYSICS AND MATERIALS SCIENCE
12016687	pinter, b	balazs	29	m	ASTRONOMY AND ASTROPHYSICS
12241703	desmet, t	timothy	18	m	PSYCHOLOGY
12503038	pfeiffer, h	helge	33	m	BASIC LIFE SCIENCES
12761982	octave, jn	jean-noel	151	m	BASIC LIFE SCIENCES
13733341	populaire, jc	jean-claude	17	m	CHEMISTRY AND CHEMICAL ENGINEERING
13733491	bertrand, l	luc	150	m	CLINICAL MEDICINE
14271568	stutzle, t	thomas	88	m	COMPUTER SCIENCES
14559087	vansteenwegen, d	debora	99	f	PSYCHOLOGY
15656414	poppe, b	bruce	127	m	CLINICAL MEDICINE
15668028	lutsko, jf	james f.	98	m	PHYSICS AND MATERIALS SCIENCE
15917279	ooms, ai	alfons i.	22	m	MATHEMATICS
16628374	de meyer, gry	guido r. y.	208	m	CLINICAL MEDICINE
17119607	brusselmans, c	caroline	6	f	CLINICAL MEDICINE
17406841	vangheluwe, ml	marnix l. u.	10	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
17618875	van broeckhoven, c	christine	878	f	BASIC LIFE SCIENCES
17624556	franco, d	dirk	43	m	CHEMISTRY AND CHEMICAL ENGINEERING
19246135	thomas, d	diane	31	f	CHEMISTRY AND CHEMICAL ENGINEERING
20083931	lepoint, g	gilles	103	m	BIOLOGICAL SCIENCES
21334774	grillone, s	saverio	11	m	CLINICAL MEDICINE
21351385	valcke, r	roland	48	m	BIOLOGICAL SCIENCES
21880687	coppens, e	emmanuel	20	m	CLINICAL MEDICINE
22415233	smelik, kad	klaas a. d.	3	m	HISTORY, PHILOSOPHY AND RELIGION
22847585	poppe, w	willy	43	m	CLINICAL MEDICINE
22848454	meurens, m	marc	28	m	CHEMISTRY AND CHEMICAL ENGINEERING
23664658	rousseau, v	veronique	28	f	EARTH SCIENCES AND TECHNOLOGY
23666765	enzlin, p	paul	66	m	CLINICAL MEDICINE
24160285	degrande, g	geert	93	m	MECHANICAL ENGINEERING AND AEROSPACE
24173653	spaepen, a	arthur	36	m	HEALTH SCIENCES
25432855	charlier, rh	roger h.	70	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
25432856	charlier, r	robert	40	m	EARTH SCIENCES AND TECHNOLOGY
25682957	kienlen-campard, p	pascal	42	m	BASIC LIFE SCIENCES
26453416	vanassche, fa	frans a.	193	m	CLINICAL MEDICINE
26457796	ledoux, d	didier	105	m	CLINICAL MEDICINE
27511184	swennen, grj	gwen r. j.	63	f	CLINICAL MEDICINE
27522998	koemoth, pp	pierre p.	8	m	CREATIVE ARTS, CULTURE AND MUSIC
28008530	worobiec, a	anna	48	f	CHEMISTRY AND CHEMICAL ENGINEERING
28010787	dauby, pc	pierre c.	51	m	PHYSICS AND MATERIALS SCIENCE
28500610	buset, d	dominique	4	f	MATHEMATICS
28529943	van gele, m	mireille	82	f	CLINICAL MEDICINE
29296226	peeters, h	hilde	56	f	BASIC LIFE SCIENCES
30092509	deroanne, c	claude	75	m	AGRICULTURE AND FOOD SCIENCE
32755724	nguyen, vh	van hien	28	m	MATHEMATICS
32765648	billiet, j	jaak	21	m	SOCIOLOGY AND ANTHROPOLOGY
33870694	bijttebier, p	patricia	86	f	PSYCHOLOGY
33874456	hamoir, e	etienne	44	m	CLINICAL MEDICINE
33877782	vanbiervliet, jp	jean-pierre	38	m	CLINICAL MEDICINE
34098003	vermeiren, p	philippe	12	m	CHEMISTRY AND CHEMICAL ENGINEERING
34357494	baten, e	emiel	7	m	BASIC LIFE SCIENCES
34571164	van de walle, r	rik	168	m	COMPUTER SCIENCES
35001244	proost, p	paul	289	m	BASIC LIFE SCIENCES
35231439	humblet, c	chantal	42	f	CLINICAL MEDICINE
35241418	zeegershuyskens, t	therese	201	f	CHEMISTRY AND CHEMICAL ENGINEERING
36028674	rapaille, a	andre	20	m	CLINICAL MEDICINE
36052459	cauchie, p	philippe	23	m	CLINICAL MEDICINE
36313071	sandersen, c	charlotte	74	f	CLINICAL MEDICINE
36563641	fillet, m	marianne	146	f	CHEMISTRY AND CHEMICAL ENGINEERING
38070820	joossens, s	sofie	79	f	CLINICAL MEDICINE
38355953	zeyen, t	thierry	76	m	CLINICAL MEDICINE
39582631	mariman, a	an	41	f	CLINICAL MEDICINE
39585053	wouters, dj	dirk j.	136	m	PHYSICS AND MATERIALS SCIENCE
39595467	van der veen, mh	marleen h.	67	f	PHYSICS AND MATERIALS SCIENCE
39753067	teugels, jl	jef l.	60	m	STATISTICAL SCIENCES
40496789	toncheva, v	veska	19	f	CHEMISTRY AND CHEMICAL ENGINEERING
40525166	vrolix, m	mathias	130	m	CLINICAL MEDICINE
40783859	dupont-gillain, cc	christine c.	75	f	CHEMISTRY AND CHEMICAL ENGINEERING
40796774	govaerts, c	cedric	55	m	BASIC LIFE SCIENCES
41618911	wespes, e	eric	116	m	CLINICAL MEDICINE
41627417	stockman, d	dirk	54	m	CLINICAL MEDICINE
42034484	andre, j	josette	38	f	CLINICAL MEDICINE
42041286	beckers, a	albert	217	m	CLINICAL MEDICINE
42987613	heylen, f	freddy	21	m	ECONOMICS AND BUSINESS
45724582	jacobs, f	frederique	124	f	CLINICAL MEDICINE
45731033	cohen, b	bernard	16	m	CLINICAL MEDICINE
46100278	hutsebaut, d	dirk	14	m	PSYCHOLOGY
47204120	docquier, ma	marie-agnes	17	f	CLINICAL MEDICINE
47537499	de graef, p	peter	43	m	PSYCHOLOGY
47821744	paquet, p	philippe	76	m	CLINICAL MEDICINE
48097668	billen, c	claire	5	f	HISTORY, PHILOSOPHY AND RELIGION
48111890	henriet, jp	jean-pierre	58	m	EARTH SCIENCES AND TECHNOLOGY
49111379	beuken, wam	willem a. m.	9	m	HISTORY, PHILOSOPHY AND RELIGION
50846768	de smet, r	rita	110	f	CLINICAL MEDICINE
51592311	van wieringen, a	astrid	83	f	CLINICAL MEDICINE
51593365	cox, a	annemie	19	f	CLINICAL MEDICINE
109241	delvaux, n	nicole	66	f	CLINICAL MEDICINE
112917	damas, p	pierre	124	m	CLINICAL MEDICINE
368067	geeraerts, s	sarah	6	f	PSYCHOLOGY
801988	maiter, d	dominique	157	f	CLINICAL MEDICINE
1525771	stouffs, k	katrien	33	f	BASIC LIFE SCIENCES
2313514	rogister, b	bernard	115	m	BIOMEDICAL SCIENCES
2326932	boel, m	marc	20	m	CLINICAL MEDICINE
2552684	davidse, k	kristin	24	f	LANGUAGE AND LINGUISTICS
2580845	chatelain, b	bernard	190	m	CLINICAL MEDICINE
3100837	gelbcke, m	michel	51	m	CHEMISTRY AND CHEMICAL ENGINEERING
3369392	feys, h	hilde	107	f	CLINICAL MEDICINE
3640300	herbauts, j	jacques	21	m	AGRICULTURE AND FOOD SCIENCE
4597374	klein, p	paul	7	m	HEALTH SCIENCES
4615621	van balen, k	koenraad	47	m	CIVIL ENGINEERING AND CONSTRUCTION
5161567	sels, bf	bert f.	271	m	CHEMISTRY AND CHEMICAL ENGINEERING
6139080	hubert, p	philippe	274	m	CHEMISTRY AND CHEMICAL ENGINEERING
6140566	de la loge, c	christine	38	f	CLINICAL MEDICINE
6146735	parent, as	anne-simone	43	f	CLINICAL MEDICINE
6160153	vervaecke, h	hilde	26	f	BIOLOGICAL SCIENCES
6160622	vandesompele, j	jo	292	m	CLINICAL MEDICINE
6392290	smet, l	lut	9	f	CLINICAL MEDICINE
7478534	van houtte, m	margriet	29	f	BIOMEDICAL SCIENCES
7481124	steurbaut, e	etienne	48	m	EARTH SCIENCES AND TECHNOLOGY
7482628	lauwers, a	anne	76	f	PHYSICS AND MATERIALS SCIENCE
7483031	rogiers, v	vera	298	f	BIOMEDICAL SCIENCES
7753754	maes, b	brigitte	47	f	CLINICAL MEDICINE
7780011	mulkens, th	tom	15	m	BIOMEDICAL SCIENCES
7979091	de coninck, j	jan	4	m	EARTH SCIENCES AND TECHNOLOGY
7990938	verhe, r	roland	119	m	CHEMISTRY AND CHEMICAL ENGINEERING
7991656	otten, j	jacques	91	m	CLINICAL MEDICINE
8448326	robberecht, w	wim	261	m	CLINICAL MEDICINE
9216348	defraigne, p	pascale	48	f	EARTH SCIENCES AND TECHNOLOGY
10087500	dequiedt, f	franck	67	m	BASIC LIFE SCIENCES
10685725	mergeai, g	guy	34	m	AGRICULTURE AND FOOD SCIENCE
11524607	kesteloot, h	hugo	239	m	CLINICAL MEDICINE
12530964	schroe, h	herman	21	m	CLINICAL MEDICINE
12795320	hoffer, e	etienne p.	12	m	CLINICAL MEDICINE
12806419	alonso, a	adolfo	10	m	CHEMISTRY AND CHEMICAL ENGINEERING
13069072	reybrouck, t	tony	93	m	CLINICAL MEDICINE
14987999	parent, jy	jean-yves	6	m	EARTH SCIENCES AND TECHNOLOGY
15239137	vandermeulen, c	corinne	28	f	BIOMEDICAL SCIENCES
15503494	wampers, m	martien	104	f	CLINICAL MEDICINE
16010063	vandecapelle, ar	antoine r.	29	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
16010064	van de capelle, a	antoine	6	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
16012654	hendrikx, m	marc	59	m	CLINICAL MEDICINE
16019606	vorst, av	andre vander	17	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
16470227	claeys, p	patricia	37	f	CLINICAL MEDICINE
17370792	spolnik, z	zoya	36	f	CHEMISTRY AND CHEMICAL ENGINEERING
17797546	rombaut, d	debbie	8	f	BASIC LIFE SCIENCES
19173368	servais, p	pierre	153	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
19179969	legros, p	patrick	22	m	ECONOMICS AND BUSINESS
19442403	blecker, c	christophe	204	m	AGRICULTURE AND FOOD SCIENCE
19664180	arnsperger, c	christian	12	m	HISTORY, PHILOSOPHY AND RELIGION
19675058	van oeckel, mj	monique j.	28	f	AGRICULTURE AND FOOD SCIENCE
19959120	pincemail, j	joel	130	m	CLINICAL MEDICINE
22050938	thas, o	olivier	94	m	STATISTICAL SCIENCES
22073447	sporken, r	robert	125	m	PHYSICS AND MATERIALS SCIENCE
22785267	kuhweide, r	rudolf	16	m	CLINICAL MEDICINE
22797567	degaute, jp	jean-paul	190	m	CLINICAL MEDICINE
23344396	roeyen, g	geert	42	m	CLINICAL MEDICINE
25374159	stucchi, m	michele	42	f	PHYSICS AND MATERIALS SCIENCE
26170207	heremans, y	yves	45	m	CLINICAL MEDICINE
26171998	avonts, d	dirk	42	m	CLINICAL MEDICINE
26177210	de witte, o	olivier	109	m	CLINICAL MEDICINE
27203790	matthijs, g	gert	361	m	BASIC LIFE SCIENCES
27937434	snyders, r	rony	155	m	PHYSICS AND MATERIALS SCIENCE
28530244	hoste, e	eric	291	m	CLINICAL MEDICINE
28540321	van der endt, jd	johannes d.	5	m	CLINICAL MEDICINE
28967289	grootaert, p	patrick	116	m	BIOLOGICAL SCIENCES
29325019	baus, m	marc	98	m	PHYSICS AND MATERIALS SCIENCE
30865979	art, t	tatiana	126	f	CLINICAL MEDICINE
31398604	jerome, c	christine	363	f	CHEMISTRY AND CHEMICAL ENGINEERING
31403115	lesage, asj	anne	53	f	BIOMEDICAL SCIENCES
31671001	denis, c	carlo	19	m	EARTH SCIENCES AND TECHNOLOGY
31671852	gasthuys, f	frank	199	m	CLINICAL MEDICINE
32461719	pagnoulle, c	christophe	50	m	CHEMISTRY AND CHEMICAL ENGINEERING
32464710	benoit, d	dominique	144	f	CLINICAL MEDICINE
32646892	vanhoof, k	koen	59	m	COMPUTER SCIENCES
32889424	d'haese, s	sven	10	m	CLINICAL MEDICINE
33104411	arbyn, m	marc	218	m	CLINICAL MEDICINE
33256177	migeotte, i	isabelle	10	f	BIOMEDICAL SCIENCES
33259753	pauwels, r	rudi	146	m	BIOMEDICAL SCIENCES
33486442	snaps, f	frederic	60	m	CLINICAL MEDICINE
33488399	goubau, p	patrick	144	m	CLINICAL MEDICINE
33907897	matthys, p	patrick	117	m	BIOMEDICAL SCIENCES
33907898	matthys, p	paul	80	m	PHYSICS AND MATERIALS SCIENCE
34130606	gregoire, jc	jean-claude	72	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
34137040	willaert, r	ronnie	34	m	BASIC LIFE SCIENCES
34361806	nieus, jf	jean-francois	15	m	HISTORY, PHILOSOPHY AND RELIGION
34376699	holemans, p	patricia	32	f	CLINICAL MEDICINE
34399010	toint, pl	philippe l.	122	m	MATHEMATICS
34819143	jaeken, j	jaak	385	m	CLINICAL MEDICINE
35068428	budts, w	werner	349	m	CLINICAL MEDICINE
36267748	moucheron, c	cecile	82	f	CHEMISTRY AND CHEMICAL ENGINEERING
36713718	van camp, m	michel	35	m	EARTH SCIENCES AND TECHNOLOGY
37189525	deloof, a	arnold	395	m	BASIC LIFE SCIENCES
37390810	camu, f	frederic	87	m	CLINICAL MEDICINE
37425488	gangji, v	valerie	50	f	CLINICAL MEDICINE
38193459	scheldeman, p	patsy	17	f	BASIC LIFE SCIENCES
38498610	blondeel, p	phillip	130	m	CLINICAL MEDICINE
38724547	vermaercke, p	peter	39	m	CHEMISTRY AND CHEMICAL ENGINEERING
39494405	artois, t	tom	82	m	BIOLOGICAL SCIENCES
39494592	van damme, p	pierre	365	m	BIOMEDICAL SCIENCES
39666296	boelaert, jr	johan r.	176	m	CLINICAL MEDICINE
39890158	nguyen-dang, h	hung	14	m	MATHEMATICS
40098226	poncelet, l	luc	64	m	CLINICAL MEDICINE
40391283	van houdt, j	jos	18	m	BIOMEDICAL SCIENCES
40411704	benatar, a	abraham	21	m	CLINICAL MEDICINE
41243516	kockaert, p	pascal	41	m	PHYSICS AND MATERIALS SCIENCE
41775826	brosens, i	ivo	260	m	CLINICAL MEDICINE
41777279	noel, a	agnes	313	f	CLINICAL MEDICINE
42414578	de moor, b	bart	369	m	BASIC LIFE SCIENCES
43396633	zima, w	wolfgang	27	m	ASTRONOMY AND ASTROPHYSICS
43594159	fischler, b	benjamin	62	m	CLINICAL MEDICINE
44129106	martens, ja	johan a.	482	m	CHEMISTRY AND CHEMICAL ENGINEERING
44325463	vermeulen, k	katrien	42	f	CLINICAL MEDICINE
45160048	rooman, m	marianne	111	f	BASIC LIFE SCIENCES
45305598	de meyere, m	marc	22	m	CLINICAL MEDICINE
46198845	goetghebeur, e	els	89	f	STATISTICAL SCIENCES
47026917	sermeus, la	luc a.	8	m	CLINICAL MEDICINE
49599851	heyde, k	kris	283	m	PHYSICS AND MATERIALS SCIENCE
50192190	carvajal, e	elvira	6	f	BASIC LIFE SCIENCES
50211224	de looze, d	danny	49	m	CLINICAL MEDICINE
51167247	weissen, f	francois	19	m	AGRICULTURE AND FOOD SCIENCE
136114	van gool, l	luc	182	m	COMPUTER SCIENCES
139340	vercauteren, dp	daniel p.	179	m	CHEMISTRY AND CHEMICAL ENGINEERING
560273	langlois, x	xavier	130	m	BIOMEDICAL SCIENCES
1250652	godfroid, e	edmond	44	m	BASIC LIFE SCIENCES
1470337	d'hooge, r	rudi	218	m	BIOMEDICAL SCIENCES
1475899	bastin, t	thierry	54	m	PHYSICS AND MATERIALS SCIENCE
1487367	fussen, d	didier	96	m	EARTH SCIENCES AND TECHNOLOGY
1941093	claassens, ghm	geert h. m.	36	m	LITERATURE
1964839	parma, j	jasmine	60	f	CLINICAL MEDICINE
2451507	abs, r	roger	89	m	CLINICAL MEDICINE
2451690	delanghe, jr	joris r.	471	m	CLINICAL MEDICINE
2459396	frijns, jp	jean-pierre	28	m	BASIC LIFE SCIENCES
2466483	coolsaet, k	kris	29	m	MATHEMATICS
2802622	gran, m	marino	38	m	MATHEMATICS
3088770	vereecken, aj	annie j.	35	f	CLINICAL MEDICINE
3611870	renotte, e	etienne	10	m	ASTRONOMY AND ASTROPHYSICS
4726844	van laethem, k	kristel	175	f	BIOMEDICAL SCIENCES
7434145	eens, m	marcel	325	m	BIOLOGICAL SCIENCES
7747688	rotondaro, alp	antonio luis pacheco	23	m	PHYSICS AND MATERIALS SCIENCE
7948004	de rycke, m	martine	82	f	BASIC LIFE SCIENCES
7966756	doignon, jp	jean-paul	42	m	MATHEMATICS
8789244	pierna, jaf	juan antonio fernandez	65	m	CHEMISTRY AND CHEMICAL ENGINEERING
9151635	vyverman, w	wim	254	m	BIOLOGICAL SCIENCES
9445643	vertongen, f	francoise	78	f	CLINICAL MEDICINE
9748922	veulemans, h	hendrik a. f.	25	m	BASIC LIFE SCIENCES
10254056	van tendeloo, vfi	viggo f. i.	182	m	CLINICAL MEDICINE
10269500	debaisieux, l	laurent	6	m	BASIC LIFE SCIENCES
10528561	struelens, mj	marc j.	250	m	CLINICAL MEDICINE
11069692	vincent, sp	stephane p.	68	m	CHEMISTRY AND CHEMICAL ENGINEERING
12354180	dhalluin, k	kathleen	10	f	BASIC LIFE SCIENCES
12626809	herregods, mc	marie-christine	149	f	CLINICAL MEDICINE
13179108	ars, b	bernard	12	m	CLINICAL MEDICINE
13484611	peeters, p	philippe	6	m	PHYSICS AND MATERIALS SCIENCE
14355045	cardoso, f	fatima	286	f	CLINICAL MEDICINE
15518901	denys, l	luc	28	m	BIOLOGICAL SCIENCES
15850095	zmierczak, h	hans-georg	66	m	CLINICAL MEDICINE
15860306	wisse, e	eddie	144	m	CLINICAL MEDICINE
16315653	vanlandewijck, yc	yves c.	61	m	HEALTH SCIENCES
17435022	vrielinck, h	henk	110	m	PHYSICS AND MATERIALS SCIENCE
17442574	nonhoff, c	claire	60	f	BASIC LIFE SCIENCES
