author_id	full_name	first_name	n_pubs	gender	discipline
18822739	das, j	jo	26	m	PHYSICS AND MATERIALS SCIENCE
19041122	somers, jfa	jan f. a.	10	m	CLINICAL MEDICINE
19844908	lauwers, l	luc	32	m	ECONOMICS AND BUSINESS
20124408	schotsmans, w	wendy c.	18	f	AGRICULTURE AND FOOD SCIENCE
20372638	hus, j	jozef	27	m	EARTH SCIENCES AND TECHNOLOGY
20800227	van leemputte, m	marc	32	m	HEALTH SCIENCES
21572611	point, f	francoise	39	f	MATHEMATICS
21824899	echim, m	marius	37	m	EARTH SCIENCES AND TECHNOLOGY
9611626	van bocxlaer, j	jan	159	m	CHEMISTRY AND CHEMICAL ENGINEERING
9653699	vermylen, c	christiane	159	f	CLINICAL MEDICINE
9769833	de clercq, h	herve	7	m	AGRICULTURE AND FOOD SCIENCE
11490474	sonet, a	anne	86	f	CLINICAL MEDICINE
11533201	chevalier, a	andre	9	m	ASTRONOMY AND ASTROPHYSICS
11555336	pauwels, osg	olivier s. g.	50	m	BIOLOGICAL SCIENCES
11635056	sijbers, j	jan	167	m	BIOMEDICAL SCIENCES
13274187	cammu, g	guy	33	m	CLINICAL MEDICINE
13375985	opsomer, g	geert	185	m	CLINICAL MEDICINE
13470877	de bruyne, t	tess	65	f	BIOMEDICAL SCIENCES
15329855	de turck, f	filip	187	m	COMPUTER SCIENCES
15332402	werbrouck, p	patrick	23	m	CLINICAL MEDICINE
15407010	larsimont, d	denis	277	m	CLINICAL MEDICINE
15407310	indekeu, jo	joseph o.	156	m	PHYSICS AND MATERIALS SCIENCE
15423054	giner, v	vicente	44	m	CLINICAL MEDICINE
15493753	bauwens, d	dirk	46	m	BIOLOGICAL SCIENCES
17183628	aerts, s	sven	10	m	PHYSICS AND MATERIALS SCIENCE
17241334	canivet, jl	jean-luc	47	m	CLINICAL MEDICINE
17268074	dupriez, v	vincent j.	8	m	BASIC LIFE SCIENCES
17304510	devoogdt, n	nick	77	m	BIOMEDICAL SCIENCES
19073229	tomson, pj	peter j.	15	m	HISTORY, PHILOSOPHY AND RELIGION
19089741	dumortier, f	freddy	82	m	MATHEMATICS
19095757	sekkali, b	belaid	25	m	CLINICAL MEDICINE
19152563	janssens, a	anne	4	f	CLINICAL MEDICINE
19209694	de boeck, k	kris	227	m	CLINICAL MEDICINE
20888762	schetz, m	miet	83	f	CLINICAL MEDICINE
20921597	moeyersons, j	jan	59	m	EARTH SCIENCES AND TECHNOLOGY
20923544	ertz, d	damien	91	m	BIOLOGICAL SCIENCES
21463874	debeir, o	olivier	36	m	BASIC LIFE SCIENCES
21465735	chaerle, p	peter	10	m	BIOLOGICAL SCIENCES
23278353	nuttin, m	marnix	17	m	COMPUTER SCIENCES
24942824	schepers, s	serge	21	m	CLINICAL MEDICINE
24945968	vandervorst, w	wilfried	493	m	PHYSICS AND MATERIALS SCIENCE
26798944	gil, t	thierry	73	m	CLINICAL MEDICINE
26815006	tikhomirov, vk	victor k.	131	m	PHYSICS AND MATERIALS SCIENCE
28628785	de batist, m	marc	137	m	EARTH SCIENCES AND TECHNOLOGY
30468193	stroobandt, d	dirk	45	m	COMPUTER SCIENCES
30473380	van bael, mk	marlies k.	317	f	PHYSICS AND MATERIALS SCIENCE
30491614	delvaux, g	georges	41	m	CLINICAL MEDICINE
30519926	duwez, as	anne-sophie	64	f	CHEMISTRY AND CHEMICAL ENGINEERING
30528396	vandenberghe, d	dimitri	58	m	EARTH SCIENCES AND TECHNOLOGY
30597195	baeyens, b	bruno	5	m	PHYSICS AND MATERIALS SCIENCE
30641933	deuse, j	jacques	11	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
30655598	munyemana, f	francois	2	m	CHEMISTRY AND CHEMICAL ENGINEERING
33219190	faymonville, me	marie-elisabeth	75	f	CLINICAL MEDICINE
33243447	vandekerckhove, j	joel	478	m	BASIC LIFE SCIENCES
33269676	darrouzet, f	fabien	33	m	EARTH SCIENCES AND TECHNOLOGY
33427190	stroobandt, r	roland x.	94	m	CLINICAL MEDICINE
35074081	korsak, n	nicolas	27	m	AGRICULTURE AND FOOD SCIENCE
35221299	van cromphaut, s	sophie	21	f	CLINICAL MEDICINE
35234167	verschaffelt, g	guy	65	m	PHYSICS AND MATERIALS SCIENCE
35257317	de gheldre, y	yves	16	m	BASIC LIFE SCIENCES
37077294	verstuyft, s	steven	21	m	PHYSICS AND MATERIALS SCIENCE
37083871	hendrickx, jfa	jan f. a.	84	m	CLINICAL MEDICINE
37116588	moerman, a	annelies	45	f	CLINICAL MEDICINE
39020268	glineur, r	regine	9	f	CLINICAL MEDICINE
39118872	riane, f	fouad	13	m	GENERAL AND INDUSTRIAL ENGINEERING
39147309	terwagne, g	guy	78	m	PHYSICS AND MATERIALS SCIENCE
39149767	willemen, m	marc	28	m	CLINICAL MEDICINE
39175896	veroustraete, f	frank	40	m	EARTH SCIENCES AND TECHNOLOGY
40827163	mauro, s	sergio	11	m	BASIC LIFE SCIENCES
40853628	busson, r	roger	114	m	CHEMISTRY AND CHEMICAL ENGINEERING
40873248	dejardin, e	emmanuel	38	m	BASIC LIFE SCIENCES
40896544	gilles, c	christine	74	f	CLINICAL MEDICINE
40908619	vanden eynde, jj	jean jacques	89	m	CHEMISTRY AND CHEMICAL ENGINEERING
40946305	giffroy, jm	jean-marie	16	m	CLINICAL MEDICINE
40951914	vanespen, p	piet	135	m	CHEMISTRY AND CHEMICAL ENGINEERING
40971173	nuyts, j	jan	18	m	LANGUAGE AND LINGUISTICS
40983166	delmon, b	bernard	330	m	CHEMISTRY AND CHEMICAL ENGINEERING
41019298	van camp, g	guy	120	m	CLINICAL MEDICINE
42985454	vanneste, d	dominique	123	f	CLINICAL MEDICINE
43040820	honore, pm	patrick m.	138	m	CLINICAL MEDICINE
43091903	constales, d	denis	90	m	MATHEMATICS
43097458	van den heuvel, r	rosette	83	f	BIOMEDICAL SCIENCES
44509998	amant, f	frederic	489	m	CLINICAL MEDICINE
44520594	brouckaert, jf	jean-francois	13	m	MECHANICAL ENGINEERING AND AEROSPACE
44548920	kitin, p	peter	34	m	BIOLOGICAL SCIENCES
44555683	maniquet, f	francois	36	m	ECONOMICS AND BUSINESS
46597575	balligand, m	marc	62	m	CLINICAL MEDICINE
46604413	van den weyngaert, d	danielle	69	f	CLINICAL MEDICINE
46689813	fontaine, v	veronique	23	f	CLINICAL MEDICINE
46722955	eerdekens, m	marielle	133	f	CLINICAL MEDICINE
46727917	dens, j	joseph	164	m	CLINICAL MEDICINE
48397368	van nassauw, l	luc	121	m	BIOMEDICAL SCIENCES
48436451	manderick, b	bernard	20	m	COMPUTER SCIENCES
48529521	annemans, l	lieven	404	m	HEALTH SCIENCES
50235958	lancellotti, p	patrizio	479	m	CLINICAL MEDICINE
50251848	vercauteren, m	marcel	68	m	CLINICAL MEDICINE
50258411	de boeck, f	filip	11	m	SOCIOLOGY AND ANTHROPOLOGY
50335648	de mortanges, cp	charles pahud	3	m	ECONOMICS AND BUSINESS
50362195	beckers, y	yves	54	m	AGRICULTURE AND FOOD SCIENCE
50369665	mailleux, ac	anne-catherine	38	f	BIOLOGICAL SCIENCES
50386084	storm, k	katrien	21	f	BASIC LIFE SCIENCES
3385137	van wesemael, b	bas	106	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
3524621	van eijkeren, m	marc	27	m	BIOMEDICAL SCIENCES
3563468	colomer, jf	jean-francois	80	m	PHYSICS AND MATERIALS SCIENCE
5893981	de meester, i	ingrid	192	f	CLINICAL MEDICINE
6053449	piette, m	michel h. a.	57	m	LAW AND CRIMINOLOGY
6065649	vandecasteele, sj	stefaan j.	51	m	CLINICAL MEDICINE
7462527	tignol, jp	jean-pierre	66	m	MATHEMATICS
8654763	debergh, pc	pierre	74	m	BIOLOGICAL SCIENCES
8655395	vercruysse, l	lisbeth	48	f	BASIC LIFE SCIENCES
8695768	konstantinovic, mj	milan j.	68	m	PHYSICS AND MATERIALS SCIENCE
8703470	castronovo, v	vincent	271	m	CLINICAL MEDICINE
8774516	bailleul, c	christophe	21	m	CLINICAL MEDICINE
8825202	fiers, t	tom	55	m	CLINICAL MEDICINE
10495857	thielemans, k	kris	281	m	CLINICAL MEDICINE
10506035	felix, y	yves	102	m	MATHEMATICS
10534579	verachtert, h	hubert	86	m	BASIC LIFE SCIENCES
10539434	drijkoningen, m	maria	50	f	CLINICAL MEDICINE
10704604	chaumont, f	francois	76	m	BIOLOGICAL SCIENCES
12487835	berthelot, d	didier	22	m	CHEMISTRY AND CHEMICAL ENGINEERING
14269183	thevissen, k	karin	119	f	BASIC LIFE SCIENCES
14270394	clippe, p	paulette	23	f	PHYSICS AND MATERIALS SCIENCE
14348313	coppens, m	marc	64	m	MATHEMATICS
16032858	berx, g	geert	112	m	BASIC LIFE SCIENCES
16062806	smets, i	ilse	20	f	BIOMEDICAL SCIENCES
16116325	hermy, m	martin	286	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
16135113	moens, a	andre	26	m	PHYSICS AND MATERIALS SCIENCE
17939550	van den noortgate, w	wim	113	m	PSYCHOLOGY
17974471	de gendt, s	stefan	328	m	PHYSICS AND MATERIALS SCIENCE
17993973	van damme, w	wim	113	m	CLINICAL MEDICINE
19994514	deville, y	yves	31	m	COMPUTER SCIENCES
20008175	gyselinck, j	johan	62	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
20076863	elchardus, m	mark	18	m	SOCIOLOGY AND ANTHROPOLOGY
22333547	heirman, c	carlo	121	m	BIOMEDICAL SCIENCES
22372198	dumont, je	jacques e.	435	m	BASIC LIFE SCIENCES
22400056	kerstens, r	rene	57	m	CLINICAL MEDICINE
24116260	de herdt, p	peter	73	m	CLINICAL MEDICINE
24163295	ickx, b	brigitte e.	37	f	CLINICAL MEDICINE
24210023	van laere, a	andre	122	m	BIOLOGICAL SCIENCES
24234348	dumont, g	gerwin	9	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
25994140	detry-morel, m	michele	20	f	CLINICAL MEDICINE
26047452	ceccato, a	attilio	44	m	CHEMISTRY AND CHEMICAL ENGINEERING
27843065	paridaens, j	johan	14	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
27855872	durodie, f	frederic	87	m	PHYSICS AND MATERIALS SCIENCE
29661345	de galan, s	sandra	13	f	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
29684402	raskin, jf	jean-francois	60	m	COMPUTER SCIENCES
29689632	fayt, c	caroline	31	f	EARTH SCIENCES AND TECHNOLOGY
31451771	ledecq, m	marie	9	f	CHEMISTRY AND CHEMICAL ENGINEERING
32327144	feipel, v	veronique	71	f	CLINICAL MEDICINE
32520222	peelman, lj	luc	181	m	BASIC LIFE SCIENCES
34193960	janssens, k	koen	242	m	CHEMISTRY AND CHEMICAL ENGINEERING
34467208	hermans, c	christian	55	m	EARTH SCIENCES AND TECHNOLOGY
34487964	charloteaux, b	benoit	37	m	BASIC LIFE SCIENCES
34492405	demecheleer, e	els	14	f	BIOMEDICAL SCIENCES
34660222	seuntjens, p	piet	57	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
34665177	van de voorde, c	carine	20	f	HEALTH SCIENCES
34666488	motte, s	serge	30	m	CLINICAL MEDICINE
34669921	notebaert, w	wim	80	m	PSYCHOLOGY
35124383	quevauviller, p	philippe	246	m	CHEMISTRY AND CHEMICAL ENGINEERING
35874414	haegeman, l	liliane	52	f	LANGUAGE AND LINGUISTICS
36065138	mahy, g	gregory	98	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
36597973	willekens, d	diane	13	f	BASIC LIFE SCIENCES
36605693	de pauw, e	edwin	368	m	CHEMISTRY AND CHEMICAL ENGINEERING
36837272	vanherweghem, jl	jean-louis	151	m	CLINICAL MEDICINE
37295292	leermakers, m	martine	82	f	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
37510927	kadhim, h	hazim	62	m	CLINICAL MEDICINE
37533087	remaut, e	erik	62	m	BASIC LIFE SCIENCES
37799122	muchez, p	philippe	144	m	EARTH SCIENCES AND TECHNOLOGY
38241202	offeciers, e	erwin	71	m	CLINICAL MEDICINE
38725276	lowen, r	robert	91	m	MATHEMATICS
38740906	dirinck, p	patrick	5	m	AGRICULTURE AND FOOD SCIENCE
38745507	jurion, f	fabienne	18	f	BIOMEDICAL SCIENCES
39589955	swine, c	christian	40	m	HEALTH SCIENCES
39592313	van mele, b	bruno	176	m	CHEMISTRY AND CHEMICAL ENGINEERING
40083582	denef, j	jan	37	m	MATHEMATICS
40110726	hofman, g	georges	115	m	AGRICULTURE AND FOOD SCIENCE
40444756	vanbilloen, h	hubert	68	m	BIOMEDICAL SCIENCES
40647380	van wijngaerden, e	eric	94	m	CLINICAL MEDICINE
40655850	havaux, m	michel	148	m	BIOLOGICAL SCIENCES
40660430	lison, d	dominique	261	f	BIOMEDICAL SCIENCES
40939912	pendeville, h	helene	11	f	BASIC LIFE SCIENCES
40953702	raftopoulos, c	christian	115	m	CLINICAL MEDICINE
41210856	schiettecatte, j	johan	66	m	CLINICAL MEDICINE
41221620	hanet, c	claude	125	m	CLINICAL MEDICINE
41470025	eyskens, f	francois	62	m	CLINICAL MEDICINE
41473233	meeusen, r	romain	243	m	HEALTH SCIENCES
43322015	cammaerts, mc	marie-claire	68	f	BIOLOGICAL SCIENCES
43335905	de roeck, g	guido	110	m	MECHANICAL ENGINEERING AND AEROSPACE
43565215	dewaele, e	eric	8	m	BIOLOGICAL SCIENCES
43969766	coremans, g	georges	121	m	CLINICAL MEDICINE
43973996	reati, a	angelo	16	m	ECONOMICS AND BUSINESS
44546171	brass, m	marcel	189	m	BIOMEDICAL SCIENCES
45220487	jacxsens, l	liesbeth	107	f	AGRICULTURE AND FOOD SCIENCE
45250410	morandini, r	renato	46	m	CLINICAL MEDICINE
45256419	ameloot, m	marcel	203	m	PHYSICS AND MATERIALS SCIENCE
46058490	flameng, w	willem	412	m	CLINICAL MEDICINE
46867985	baron, f	frederic	264	m	CLINICAL MEDICINE
47732210	schubert, b	bernd	26	m	CLINICAL MEDICINE
47966554	matte, p	pascal	4	m	CLINICAL MEDICINE
48527426	standaert, l	lieve	3	f	BASIC LIFE SCIENCES
48543477	tinant, b	bernard	317	m	CHEMISTRY AND CHEMICAL ENGINEERING
48751663	de gryse, r	roger	99	m	PHYSICS AND MATERIALS SCIENCE
49298845	van den ende, j	jenneke	47	f	BASIC LIFE SCIENCES
49901797	creemers, e	etienne	31	m	CLINICAL MEDICINE
50841248	calomme, m	mario r.	31	m	CLINICAL MEDICINE
51500070	van loey, a	ann	325	f	AGRICULTURE AND FOOD SCIENCE
764305	hanzen, c	christian	72	m	CLINICAL MEDICINE
1228216	simon-vandenbergen, am	anne-marie	24	f	LANGUAGE AND LINGUISTICS
1631474	sergysels, r	roger	94	m	CLINICAL MEDICINE
1908123	antoine, n	nadine	55	f	CLINICAL MEDICINE
2898614	musch, w	wim	24	m	CLINICAL MEDICINE
3752493	hachimi-idrissi, s	said	53	m	CLINICAL MEDICINE
3974644	goyens, p	philippe	35	m	CLINICAL MEDICINE
4253708	roche, e	emile	3	m	EARTH SCIENCES AND TECHNOLOGY
4509251	lefebvre, c	claude	39	m	BIOLOGICAL SCIENCES
4800265	fryns, jp	jean-pierre	1194	m	BASIC LIFE SCIENCES
5130594	palomino, jc	juan carlos	105	m	BASIC LIFE SCIENCES
5932969	wostyn, p	peter	34	m	CLINICAL MEDICINE
6530784	steels, p	paul	92	m	BIOMEDICAL SCIENCES
6547096	meuwis, ma	marie-alice	27	f	BASIC LIFE SCIENCES
7560522	de jonghe, p	peter	448	m	CLINICAL MEDICINE
7578770	van bossuyt, e	eddie	13	m	CLINICAL MEDICINE
7847167	snyders, dj	dirk j.	192	m	BASIC LIFE SCIENCES
8391248	van den steen, pe	philippe e.	93	m	BASIC LIFE SCIENCES
8600849	van den broeck, m	marleen	93	f	CLINICAL MEDICINE
8613263	braekman, jc	jean-claude	160	m	CHEMISTRY AND CHEMICAL ENGINEERING
10152458	haine, l	luc	24	m	MATHEMATICS
10672718	debruyne, f	frans	14	m	CLINICAL MEDICINE
13113674	demulder, a	anne	87	f	CLINICAL MEDICINE
13887855	van den bussche, j	jan	78	m	COMPUTER SCIENCES
14141104	schimmel, h	heinz	110	m	BIOMEDICAL SCIENCES
15010481	dinant, m	monique	6	f	BASIC LIFE SCIENCES
15014121	dillemans, b	bruno	94	m	CLINICAL MEDICINE
15017890	van der niepen, p	patricia	104	f	CLINICAL MEDICINE
15270475	decoodt, p	pierre	20	m	CLINICAL MEDICINE
15271061	tshibangu, jp	jean-pierre	7	m	EARTH SCIENCES AND TECHNOLOGY
16413239	fumiere, o	olivier	14	m	CHEMISTRY AND CHEMICAL ENGINEERING
16419641	bosquee, l	lionel	49	m	CLINICAL MEDICINE
16683483	vansnick, j	jacques	220	m	BIOMEDICAL SCIENCES
17754615	crevits, l	luc	61	m	CLINICAL MEDICINE
19103597	rouas, r	redouane	27	m	CLINICAL MEDICINE
21545328	delmelle, p	pierre	49	m	EARTH SCIENCES AND TECHNOLOGY
22567496	vincze, l	laszlo	179	m	CHEMISTRY AND CHEMICAL ENGINEERING
22828712	volckaert, g	guido	177	m	BASIC LIFE SCIENCES
23112767	pille, f	frederik	61	m	CLINICAL MEDICINE
23993047	cnockaert, m	margo	76	f	BASIC LIFE SCIENCES
25679528	desloovere, k	kaat	146	f	CLINICAL MEDICINE
25682736	van oudheusden, d	dirk	45	m	STATISTICAL SCIENCES
26206904	peeters, e	elke	7	f	CLINICAL MEDICINE
26890319	markiewicz, s	serge	26	m	CLINICAL MEDICINE
27034358	scheller, d	dieter	75	m	BIOMEDICAL SCIENCES
27047308	doutreloigne, j	jan	32	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
27299014	toussaint, m	michel	28	m	SOCIOLOGY AND ANTHROPOLOGY
27324650	derclaye, s	sylvie	14	f	CHEMISTRY AND CHEMICAL ENGINEERING
27325254	balthazart, j	jacques	409	m	BIOMEDICAL SCIENCES
29285108	gautier, a	achilles	8	m	HISTORY, PHILOSOPHY AND RELIGION
29548782	theeboom, m	marc	14	m	SOCIOLOGY AND ANTHROPOLOGY
31009107	vanhole, c	christine	93	f	CLINICAL MEDICINE
31020857	col, j	jacques	119	m	CLINICAL MEDICINE
31232862	hincourt, n	nadine	13	f	CLINICAL MEDICINE
31237131	housen, a	alex	12	m	LANGUAGE AND LINGUISTICS
31244751	clement, par	peter	63	m	CLINICAL MEDICINE
31261699	deblaere, k	karel	52	m	BIOMEDICAL SCIENCES
31265300	vanderpoorten, a	alain	123	m	BIOLOGICAL SCIENCES
32244216	hartsuiker, rj	robert j.	110	m	PSYCHOLOGY
33204112	samyn, n	nele	62	f	BIOMEDICAL SCIENCES
33204816	jacques, d	diederik	79	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
34992773	hamaide, jp	jean-pierre	36	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
35227592	van schravendijk, c	chris	64	m	CLINICAL MEDICINE
35475079	de cat, j	josse	19	m	CLINICAL MEDICINE
36136509	vandriessche, w	willy	225	m	BIOMEDICAL SCIENCES
36384089	lallemand, f	francois	55	m	CLINICAL MEDICINE
36621444	hans, g	guy	33	m	CLINICAL MEDICINE
37299654	naert, i	ignace	200	m	CLINICAL MEDICINE
37301819	lejeune, b	bernard	60	m	BASIC LIFE SCIENCES
37585263	giugliano, m	michele	57	f	BIOMEDICAL SCIENCES
37590186	demonceau, a	albert	146	m	CHEMISTRY AND CHEMICAL ENGINEERING
38780035	claes, l	lieve	3	f	CLINICAL MEDICINE
39934081	lamy, h	herve	21	m	ASTRONOMY AND ASTROPHYSICS
40230368	van der auwera, b	bart	47	m	CLINICAL MEDICINE
40752114	roisin, y	yves	112	m	BIOLOGICAL SCIENCES
41054889	scohy, s	sophie	9	f	BASIC LIFE SCIENCES
41592025	kerremans, b	bart	11	m	POLITICAL SCIENCE AND PUBLIC ADMINISTRATION
41593983	doumen, g	geert	7	m	PHYSICS AND MATERIALS SCIENCE
41826901	goossens, j	joel	20	m	COMPUTER SCIENCES
42448616	bureau, f	fabrice	114	m	BIOMEDICAL SCIENCES
43160464	grobecker, kh	karl h.	34	m	CHEMISTRY AND CHEMICAL ENGINEERING
43829943	vorlat, a	anne	20	f	CLINICAL MEDICINE
43834255	draye, x	xavier	65	m	BIOLOGICAL SCIENCES
44198182	verfaillie, k	karl	82	m	PSYCHOLOGY
44213972	ribbens, c	clio	60	f	CLINICAL MEDICINE
44222582	matta, a	amine	22	m	CLINICAL MEDICINE
45087167	megens, aahp	anton	80	m	BIOMEDICAL SCIENCES
45346244	proesmans, m	marc	3	m	PHYSICS AND MATERIALS SCIENCE
46054034	de groote, d	dominic	9	m	CLINICAL MEDICINE
46755689	van lamsweerde, a	axel	17	m	COMPUTER SCIENCES
47062866	kime, rd	richard desmond	5	m	BIOLOGICAL SCIENCES
47072557	bonjean, d	dominique	15	f	EARTH SCIENCES AND TECHNOLOGY
48374694	rezsohazy, r	rene	39	m	BASIC LIFE SCIENCES
48405392	simaels, j	jeannine	40	f	BIOMEDICAL SCIENCES
48409503	de muynck, m	martine	29	f	HEALTH SCIENCES
48685778	collin, s	sonia	96	f	AGRICULTURE AND FOOD SCIENCE
48914806	vanhoucke, m	mario	88	m	STATISTICAL SCIENCES
48917863	bogaerts, p	ph.	39	m	CHEMISTRY AND CHEMICAL ENGINEERING
49709735	claessens, j	jan e.	30	m	CLINICAL MEDICINE
49709767	sorgeloos, p	patrick	369	m	BIOLOGICAL SCIENCES
49918039	van den berghe, li	linda i.	3	f	CLINICAL MEDICINE
49929503	helbo, a	andre	8	m	CREATIVE ARTS, CULTURE AND MUSIC
50913282	matroule, jy	jean-yves	21	m	BASIC LIFE SCIENCES
51508981	schelstraete, ma	marie-anne	37	f	PSYCHOLOGY
51514633	gordts, b	bart	13	m	CLINICAL MEDICINE
51556213	uyttebroeck, a	anne	154	f	CLINICAL MEDICINE
200437	schlagheck, p	peter	48	m	PHYSICS AND MATERIALS SCIENCE
401007	guiot, y	yves	82	m	CLINICAL MEDICINE
417984	dauwe, t	tom	40	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
1418928	dumoulin, m	mireille	42	f	BASIC LIFE SCIENCES
1419581	du prez, fe	filip e.	270	m	CHEMISTRY AND CHEMICAL ENGINEERING
1436308	huaux, f	francois	90	m	CLINICAL MEDICINE
1674045	vergauwen, r	rudy	34	m	BIOLOGICAL SCIENCES
2235631	decraemer, wf	willem f.	77	m	CLINICAL MEDICINE
3088771	vereecken, a	annie	16	f	CLINICAL MEDICINE
3094752	delgrange, e	etienne	37	m	CLINICAL MEDICINE
3621649	china, b	bernard	51	m	BASIC LIFE SCIENCES
4105024	ghuysen, a	alexandre	94	m	CLINICAL MEDICINE
4412182	ponthot, jp	jean-philippe	90	m	MECHANICAL ENGINEERING AND AEROSPACE
4626233	vos, a	ann m.	12	f	BIOMEDICAL SCIENCES
4846620	baurain, d	denis	37	m	BASIC LIFE SCIENCES
4849295	schols, d	dominique	403	f	BIOMEDICAL SCIENCES
5376675	hennebert, gl	gregoire l.	33	m	BASIC LIFE SCIENCES
5592114	raposo, fc	fernando cordeiro	12	m	CHEMISTRY AND CHEMICAL ENGINEERING
6319492	colebunders, r	robert	501	m	CLINICAL MEDICINE
6328851	chepurnov, va	victor a.	48	m	BIOLOGICAL SCIENCES
7788333	verschelde, h	henri	120	m	PHYSICS AND MATERIALS SCIENCE
8247126	peeters, tl	theo l.	283	m	CLINICAL MEDICINE
8259290	moldenaers, p	paula	208	f	CHEMISTRY AND CHEMICAL ENGINEERING
8267228	magnusson, cgm	carl g. m.	66	m	BIOMEDICAL SCIENCES
8271908	moffa, f	federica	9	f	CLINICAL MEDICINE
8273411	denecker, m	marc	56	m	COMPUTER SCIENCES
8316131	bartholomeus, s	sylvie	25	f	CLINICAL MEDICINE
8613897	vannitsem, s	stephane	49	m	EARTH SCIENCES AND TECHNOLOGY
8623490	soetens, e	eric	80	m	PSYCHOLOGY
8794708	van labeke, mc	marie-christine	51	f	BIOLOGICAL SCIENCES
12531784	copinschi, g	georges	99	m	CLINICAL MEDICINE
12534123	leeman, h	hugo	14	m	CHEMISTRY AND CHEMICAL ENGINEERING
12534423	ieven, m	margareta	146	f	CLINICAL MEDICINE
12784811	piraux, l	luc	204	m	PHYSICS AND MATERIALS SCIENCE
13843526	rime, b	bernard	65	m	PSYCHOLOGY
14060758	raes, m	marc	39	m	CLINICAL MEDICINE
14082999	raiguel, s	steven e.	24	m	BIOMEDICAL SCIENCES
14088380	boulvain, f	frederic	52	m	EARTH SCIENCES AND TECHNOLOGY
14607907	henrist, c	catherine	68	f	PHYSICS AND MATERIALS SCIENCE
14851390	mascart, f	francoise	103	f	BIOMEDICAL SCIENCES
16133137	canart, b	bernard	47	m	CLINICAL MEDICINE
16966235	vanden berghe, g	greet	47	f	STATISTICAL SCIENCES
16995734	vanden berghe, t	tom	72	m	BASIC LIFE SCIENCES
17222471	parenti, s	susanna	33	f	ASTRONOMY AND ASTROPHYSICS
17234068	schoonjans, l	luc	25	m	CLINICAL MEDICINE
17985228	clotman, f	frederic	42	m	BASIC LIFE SCIENCES
18271280	hult, m	mikael	134	m	PHYSICS AND MATERIALS SCIENCE
18806879	campo, k	katia	16	f	ECONOMICS AND BUSINESS
19323828	van der eycken, ev	erik v.	228	m	CHEMISTRY AND CHEMICAL ENGINEERING
19927852	lechanteur, c	chantal	37	f	CLINICAL MEDICINE
19930927	mairesse, gh	georges h.	56	m	CLINICAL MEDICINE
20218030	van landuyt, k	koenraad	99	m	CLINICAL MEDICINE
20410725	de pauw, h	herbert	2	m	PHYSICS AND MATERIALS SCIENCE
21460752	keulemans, j	johan	35	m	BIOLOGICAL SCIENCES
21653965	lardon, f	filip	167	m	CLINICAL MEDICINE
21664175	leroux-roels, g	geert	332	m	BIOMEDICAL SCIENCES
21875524	vanhooydonck, b	bieke	112	f	BIOLOGICAL SCIENCES
22040993	deboever, jl	johan l.	88	m	AGRICULTURE AND FOOD SCIENCE
22561636	collet, jf	jean-francois	76	m	BASIC LIFE SCIENCES
22564125	brys, l	lea	46	f	BIOMEDICAL SCIENCES
23345265	maenhaut, w	willy	284	m	EARTH SCIENCES AND TECHNOLOGY
23834610	deprez, ph	pierre h.	153	m	CLINICAL MEDICINE
24280079	franchimont, d	denis	157	m	CLINICAL MEDICINE
25485483	legreve, a	anne	33	f	BIOLOGICAL SCIENCES
26748325	audenaert, k	kurt	203	m	CLINICAL MEDICINE
26748326	audenaert, k	kris	62	m	BIOLOGICAL SCIENCES
27637965	champagne, b	benoit	384	m	CHEMISTRY AND CHEMICAL ENGINEERING
27639134	wille, m	mathieu	55	m	BIOLOGICAL SCIENCES
27649380	boon, ek	emmanuel k.	7	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
27899763	decramer, m	marc	490	m	CLINICAL MEDICINE
28154699	vanbinst, r	roger	24	m	BIOMEDICAL SCIENCES
28165627	d'hoore, w	william	43	m	CLINICAL MEDICINE
28646226	de keyser, j	johan	107	m	ASTRONOMY AND ASTROPHYSICS
28664910	cuyt, a	annie	105	f	MATHEMATICS
28918692	de craecker-dussart, c	christiane	9	f	HISTORY, PHILOSOPHY AND RELIGION
28932128	berghmans, d	david	56	m	ASTRONOMY AND ASTROPHYSICS
29420985	peers, khe	koen	24	m	CLINICAL MEDICINE
29702557	mattelaer, jj	johan j.	12	m	CLINICAL MEDICINE
30266369	messens, j	joris	86	m	BASIC LIFE SCIENCES
30425237	de vriese, as	an s.	144	f	CLINICAL MEDICINE
30443754	haelterman, m	marc	162	m	PHYSICS AND MATERIALS SCIENCE
