1477	5285	1
1477	5450	2
1477	5644	1
1477	7409	3
1477	8839	1
1477	9659	1
1477	10040	1
1477	10082	3
1477	10105	1
1477	10305	1
1477	10330	1
1477	10337	3
1477	10340	2
1478	5432	1
1480	1509	1
1480	3978	4
1480	5130	1
1480	6962	2
1480	7414	1
1480	7843	4
1480	9682	1
1480	9683	2
1480	9684	1
1484	3399	4
1484	5285	1
1484	9653	1
1484	10337	2
1487	5293	1
1487	7843	1
1487	9995	1
1501	2294	1
1501	3165	1
1501	5036	2
1501	5268	1
1501	8965	1
1501	10396	1
1508	5278	1
1508	5641	1
1508	9668	1
1508	9985	1
1508	9995	1
1508	10336	1
1509	3436	1
1509	5275	1
1509	5423	1
1509	5450	1
1509	5452	1
1509	5455	1
1509	6962	2
1509	9203	1
1509	9463	1
1509	9655	1
1509	9683	2
1509	10076	1
1509	10324	1
1517	1539	1
1517	3399	2
1517	4008	1
1517	5147	1
1517	5450	1
1517	5644	1
1517	9664	3
1517	10047	1
1517	10095	3
1517	10231	1
1529	3594	1
1529	5435	1
1529	10340	2
1539	5147	5
1544	3183	1
1544	3184	1
1544	9052	1
1562	1798	5
1562	2091	9
1562	2713	1
1562	3758	3
1562	4867	1
1562	6189	4
1562	6425	4
1562	7137	1
1562	9445	7
1599	4651	2
1599	7003	2
1599	10185	2
1619	2294	2
1619	2820	2
1635	3213	1
1635	10083	1
1638	2939	1
1638	3840	5
1638	10083	1
1643	7306	3
1658	4011	2
1658	7409	1
1658	9659	1
1658	10305	1
1658	10337	1
1666	1949	14
1713	5452	1
1722	5035	7
1722	5368	2
1722	8682	3
1722	10161	1
1740	7157	1
1757	5262	2
1791	5603	2
1798	2091	4
1798	3758	3
1798	6425	1
1798	9445	3
1829	6383	1
1829	6698	1
1829	7885	1
1829	8107	1
1829	9374	1
1829	9375	7
1829	9382	3
1829	9552	1
1829	9641	1
1829	9957	2
1834	5577	1
1834	8107	1
1840	4297	2
1840	4400	3
1840	7884	5
1840	9240	1
1859	5262	1
1895	2024	1
1895	2294	2
1895	5036	3
1895	5262	1
1895	5450	1
1895	6086	3
1895	6225	1
1895	6630	2
1895	8318	4
1895	8826	7
1895	9047	1
1895	10071	1
1895	10324	1
1945	3184	4
1945	3635	1
1945	8149	1
1945	8163	3
1949	2237	11
1949	7796	7
1949	8602	5
1949	9525	5
1979	3184	2
1979	6107	1
1979	7157	5
1984	5923	5
1984	6495	14
1984	8116	4
1991	3184	1
1991	6285	1
2024	8318	3
2030	3443	1
2030	3902	1
2030	5293	1
2030	5852	1
2030	9800	1
2030	9870	3
2030	9871	2
2030	10216	2
2086	2125	2
2086	3184	4
2086	4216	4
2086	5450	3
2090	4352	1
2090	5262	1
2090	6495	3
2091	2687	1
2091	2713	1
2091	3032	1
2091	3184	1
2091	3299	1
2091	3414	5
2091	3430	1
2091	3758	3
2091	4867	1
2091	5262	3
2091	5508	5
2091	6189	4
2091	6285	5
2091	6699	1
2091	7738	1
2091	9445	6
2091	9552	1
2091	9553	1
2125	3183	3
2125	3184	9
2125	3299	3
2125	3430	3
2125	3809	3
2125	3912	3
2125	4216	2
2125	5618	3
2125	6169	3
2125	8163	3
2125	9052	7
2125	9091	1
2125	9374	1
2125	9376	4
2125	9491	5
2164	3754	2
2164	4297	3
2164	6188	1
2164	6836	6
2164	7701	4
2164	9154	7
2168	5603	2
2168	7756	4
2168	8775	2
2260	3082	6
2260	5036	1
2260	5251	1
2260	8826	2
2260	9047	4
2265	4647	5
2290	5351	1
2290	5368	2
2290	5445	2
2290	5455	1
2290	8848	2
2290	9682	1
2290	10040	1
2294	2820	4
2294	3654	5
2294	4269	1
2294	4657	1
2294	5036	1
2294	5262	1
2294	5268	5
2294	5272	1
2294	5430	1
2294	5450	2
2294	6225	5
2294	6630	3
2294	8318	1
2294	8628	6
2294	8826	4
2294	8843	1
2294	8965	5
2294	9682	1
2294	10040	2
2294	10071	15
2294	10320	1
2294	10324	4
2294	10326	1
2294	10340	1
2294	10396	1
2304	10435	3
2359	6244	7
2359	6773	7
2359	6778	5
2360	2713	3
2360	4867	3
2469	4657	1
2492	3432	5
2492	5262	1
2492	5293	2
2492	7514	5
2492	7843	27
2492	7844	1
2492	9372	2
2492	10173	1
2526	2826	6
2526	2839	6
2526	8682	6
2526	9853	1
2526	9879	7
2544	3432	3
2544	4107	1
2544	5262	1
2544	7843	2
2544	8501	1
2544	9497	5
2564	5603	1
2607	9683	1
2627	7323	1
2627	9047	6
2640	2847	1
2640	5284	1
2640	7445	2
2640	9976	2
2640	10314	2
2650	7843	2
2687	3032	21
2687	3754	1
2687	7701	4
2687	7738	21
2687	9154	5
2713	4867	5
2713	6189	1
2723	3244	8
2723	6124	3
2723	6375	1
2723	6383	1
2755	5603	1
2755	8594	1
2820	6225	1
2820	10071	2
2820	10340	1
2826	2839	6
2826	8682	6
2826	9879	6
2839	8682	6
2839	9879	6
2847	5603	1
2847	7986	2
2847	9976	1
2867	3299	1
2867	3430	1
2867	3859	4
2867	7270	3
2867	7709	5
2867	8115	5
2867	10419	2
2869	6642	8
2869	9957	1
2939	3840	7
3022	3399	7
3022	3442	2
3022	7843	1
3032	3754	1
3032	7701	4
3032	7738	21
3032	9154	5
3046	4856	1
3046	6284	1
3046	7377	3
3046	8535	3
3047	3446	2
3047	4907	3
3047	6916	6
3047	8309	4
3082	5036	1
3082	8826	2
3082	9047	1
3165	5036	18
3165	8826	1
3165	9216	1
3183	3299	1
3183	4216	1
3183	7843	1
3183	8163	4
3183	9052	7
3183	10328	2
3183	10386	1
3184	3299	5
3184	3391	2
3184	3430	4
3184	3809	4
3184	3912	3
3184	4107	1
3184	4216	4
3184	4283	1
3184	4856	2
3184	5041	1
3184	5220	1
3184	5231	3
3184	5293	3
3184	5450	5
3184	6169	4
3184	6284	3
3184	6285	1
3184	6699	1
3184	6894	1
3184	7157	4
3184	7665	1
3184	7843	5
3184	8107	1
3184	8115	1
3184	8124	5
3184	8149	5
3184	8163	41
3184	9052	24
3184	9343	1
3184	9445	1
3184	9463	1
3184	9668	1
3184	9893	1
3184	9995	1
3184	10128	1
3184	10328	10
3184	10386	3
3241	9520	7
3244	6124	8
3244	6375	2
3244	6383	4
3244	8163	1
3269	6375	3
3269	6383	2
3299	3430	18
3299	3809	3
3299	3859	1
3299	3912	3
3299	6284	2
3299	7709	1
3299	8115	3
3299	8131	5
3353	9799	1
3368	5852	2
3368	9799	2
3391	3809	3
3391	8141	4
3399	3442	2
3399	5285	1
3399	5450	1
3399	5646	4
3399	7843	1
3399	9659	2
3399	9664	2
3399	10076	2
3399	10324	1
3399	10326	2
3399	10337	2
3414	5262	2
3414	6285	1
3414	6425	7
3414	9445	1
3430	3809	3
3430	3859	1
3430	3912	3
3430	6284	1
3430	7709	1
3430	8115	2
3430	8131	2
3432	5262	1
3432	5452	3
3432	7843	11
3432	10071	1
3432	10437	1
3436	5452	1
3436	5646	1
3436	5655	1
3436	6963	1
3436	9995	1
3436	10325	1
3436	10337	1
3442	5272	1
3442	9682	1
3443	4856	1
3443	5293	2
3443	5452	1
3443	5455	1
3443	5655	1
3443	6963	1
3443	7307	1
3443	9661	1
3443	9988	1
3443	10314	1
3443	10337	1
3443	10394	1
3446	4495	9
3446	4856	1
3446	4907	7
3446	7843	1
3446	8309	2
3482	3614	5
3482	9655	1
3482	10394	1
3482	10396	1
3506	6285	5
3527	5262	1
3572	5603	1
3594	6663	4
3595	4835	5
3595	5260	1
3595	9059	1
3614	9655	1
3614	10394	1
3614	10396	1
3629	5923	1
3629	8116	1
3634	3881	1
3634	5036	3
3634	6296	1
3634	8826	2
3634	9047	2
3634	9216	1
3635	5041	1
3635	5293	1
3635	9605	3
3646	5603	1
3654	5268	2
3654	5272	1
3654	5351	1
3654	6630	1
3654	8965	3
3654	9668	1
3654	10071	2
3660	5450	1
3660	6962	1
3660	8682	1
3660	10403	1
3661	5448	1
3661	10326	1
3685	5262	3
3685	9343	2
3754	3757	8
3754	4297	1
3754	7701	2
3754	7738	1
3754	9154	4
3758	6189	2
3758	6425	3
3758	9445	3
3765	5603	1
3781	4524	3
3781	9664	3
3809	3912	3
3809	5220	1
3809	8141	1
3840	5275	1
3840	5288	1
3840	5648	1
3840	7315	1
3840	9654	1
3840	10324	1
3840	10326	1
3859	6284	1
3859	7709	4
3859	8115	5
3859	10419	2
3881	5036	1
3881	8826	1
3881	9047	2
3881	9216	1
3897	5423	1
3897	5450	3
3897	5452	2
3897	9661	2
3897	9684	1
3897	10336	1
3902	9870	8
3912	9577	1
3922	5262	1
3922	9259	3
3967	5266	1
3967	5351	1
3967	5448	4
3967	8299	1
3967	8968	5
3967	9683	2
3978	7843	8
3982	5448	1
3982	5455	2
3982	9995	1
3985	5285	2
3985	6962	3
3985	10071	3
3988	5272	2
3988	5288	1
3988	7306	1
3993	4310	2
3993	8801	1
3993	8965	1
3998	4641	1
3998	9661	2
3998	9682	2
3998	10128	1
3998	10336	3
3998	10340	1
3998	10355	1
3998	10364	3
3998	10394	2
4000	4879	4
4000	9654	4
4000	9984	3
4000	10128	1
4000	10326	2
4000	10336	6
4000	10356	7
4000	10364	2
4007	5452	1
4007	8594	2
4007	10231	1
4008	5285	1
4008	5288	1
4008	5300	1
4008	5450	1
4008	7307	1
4008	9664	2
4008	9668	1
4008	10207	1
4008	10326	1
4008	10386	1
4011	5266	1
4011	5272	1
4011	5283	1
4011	5452	2
4011	9659	1
4011	9990	1
4011	10337	1
4014	9605	2
4044	5001	1
4044	8561	1
4107	5041	5
4107	6699	1
4107	8047	2
4107	8143	1
4107	8501	1
4107	9497	1
4107	9952	2
4151	9988	1
4196	9022	1
4212	4808	3
4212	5455	1
4212	8682	6
4212	10329	2
4212	10337	1
4216	5293	2
4216	5450	2
4216	9052	1
4216	10328	2
4225	7843	3
4228	6648	3
4228	7157	2
4228	9310	1
4266	4647	1
4266	5150	1
4269	8628	5
4283	7843	1
4283	9995	1
4283	10345	2
4297	4400	1
4297	7701	3
4297	7884	5
4297	9154	5
4301	5262	1
4301	5275	1
4301	7843	4
4301	8848	1
4301	10326	1
4301	10403	1
4310	8801	3
4310	9990	1
4352	5508	1
4352	9091	1
4352	9343	1
4400	7884	5
4471	4572	2
4471	5133	2
4471	8057	6
4471	8298	1
4471	8849	4
4471	8973	1
4471	9599	3
4495	4907	3
4495	8309	1
4533	6121	3
4533	7449	3
4550	5644	1
4550	8801	2
4550	9990	1
4572	8826	1
4572	8849	2
4572	9599	2
4603	4661	1
4603	5150	1
4603	7003	6
4634	4651	1
4641	4647	1
4641	7012	1
4641	8628	1
4647	9059	2
4651	7002	3
4651	10185	7
4652	7003	1
4652	7012	1
4657	4661	1
4657	5448	1
4657	6741	1
4657	8609	1
4657	8628	1
4657	10324	1
4661	5448	1
4661	9832	1
4662	7003	1
4673	9022	1
4703	8535	1
4808	8682	3
4828	6296	1
4828	9047	20
4835	5262	1
4856	4857	8
4856	4912	4
4856	5293	3
4856	5455	1
4856	6169	1
4856	6894	4
4856	7377	2
4856	7843	1
4856	9047	1
4857	4912	1
4857	6894	3
4867	6189	1
4879	5432	1
4907	5260	1
4907	7843	1
4907	8309	2
4907	9928	1
4912	5260	1
4912	5293	2
4951	7157	1
4988	6121	1
4988	6410	1
4988	7445	1
4988	9930	1
4988	10082	1
4988	10083	1
5001	5133	1
5001	5150	1
5001	7409	1
5001	8561	2
5035	5368	2
5035	10161	1
5036	6225	4
5036	6296	1
5036	6630	3
5036	8826	11
5036	9047	4
5036	9216	3
5036	10071	1
5036	10320	1
5036	10437	1
5041	5231	1
5041	7843	1
5041	8047	2
5041	8143	2
5041	8501	1
5130	5150	1
5130	8628	1
5145	5280	1
5145	7003	1
5145	9682	1
5150	7003	1
5220	9520	1
5231	5260	1
5231	7843	1
5231	9052	2
5231	9445	1
5239	5577	1
5251	6831	1
5251	9047	9
5260	5852	1
5260	9928	1
5262	5923	4
5262	6169	4
5262	6225	2
5262	6495	2
5262	6834	9
5262	7002	1
5262	7003	7
5262	7157	1
5262	7307	1
5262	7449	1
5262	7458	10
5262	8809	1
5262	8849	1
5262	9343	4
5262	9463	1
5262	9602	6
5262	9664	2
5262	9957	5
5262	10071	1
5262	10128	2
5262	10185	1
5262	10386	10
5266	5268	1
5266	5423	1
5266	5448	1
5266	5452	1
5266	8299	1
5266	8839	2
5266	8968	1
5266	10340	1
5266	10355	1
5268	5272	1
5268	5285	1
5268	8826	1
5268	8965	4
5268	9668	1
5268	10071	1
5268	10326	1
5268	10355	1
5268	10396	1
5272	5276	1
5272	5283	2
5272	5284	1
5272	5285	2
5272	5288	1
5272	6831	1
5272	7306	1
5272	7414	1
5272	8012	1
5272	8843	1
5272	8965	1
5272	9656	1
5272	9683	1
5272	9853	1
5272	9990	1
5272	10128	4
5272	10305	2
5272	10320	1
5272	10330	1
5272	10340	1
5272	10352	2
5272	10403	1
5275	7843	1
5275	10324	1
5276	5448	2
5276	5450	2
5276	7843	1
5276	9967	1
5276	9980	1
5276	10095	1
5276	10325	2
5276	10403	1
5278	5283	1
5278	5285	1
5278	9664	1
5278	9683	1
5278	9995	2
5278	10305	2
5278	10328	1
5278	10340	1
5278	10345	1
5280	5283	1
5280	8594	2
5280	8849	2
5280	10328	2
5283	5285	1
5283	5445	1
5283	5452	1
5283	6962	1
5283	6963	1
5283	8843	1
5283	9683	2
5283	9930	1
5284	5648	1
5284	6630	1
5284	8809	1
5284	8848	1
5284	9047	5
5284	9655	1
5284	9848	3
5284	9988	1
5284	10314	1
5284	10340	1
5285	5362	1
5285	5435	1
5285	5641	1
5285	7414	1
5285	7449	1
5285	7885	3
5285	8299	1
5285	9668	1
5285	9682	1
5285	9683	1
5285	9967	2
5285	10044	1
5285	10207	1
5285	10213	2
5285	10215	3
5285	10324	2
5285	10337	2
5288	5418	1
5288	7306	1
5288	9668	1
5293	5430	1
5293	5450	1
5293	7843	10
5293	9605	1
5293	9683	1
5293	9995	2
5293	10328	3
5293	10343	1
5293	10345	1
5300	10403	3
5351	5368	2
5351	8848	3
5362	9661	1
5362	10044	1
5368	5445	1
5368	8848	2
5418	5430	1
5418	5804	4
5418	9682	4
5418	9684	1
5418	10047	1
5423	8843	1
5423	8849	1
5423	9655	1
5423	9661	1
5423	10095	1
5424	10326	1
5430	5450	1
5430	5641	1
5430	5648	1
5430	7409	1
5430	7843	1
5430	8628	1
5430	9664	1
5430	9682	1
5430	9683	1
5430	9995	1
5430	10336	1
5432	5552	5
5435	9599	1
5435	10324	1
5445	5455	1
5445	10040	1
5448	5455	1
5448	7843	3
5448	8299	1
5448	8968	3
5448	9683	1
5448	10095	1
5448	10325	2
5450	5452	2
5450	5641	2
5450	5648	1
5450	6225	1
5450	7409	1
5450	9664	1
5450	9683	2
5450	10047	1
5450	10231	1
5450	10320	1
5450	10324	1
5450	10326	2
5450	10328	2
5450	10330	1
5452	5455	1
5452	7843	9
5452	9656	1
5452	9659	1
5452	9661	1
5452	9684	1
5452	9985	1
5452	10105	2
5452	10128	1
5452	10329	1
5455	9661	1
5455	9664	1
5455	9682	1
5455	10040	1
5508	6285	5
5508	6699	1
5508	9343	1
5508	9552	1
5508	9553	1
5543	9980	2
5550	9923	5
5603	5628	1
5603	7443	1
5603	7790	1
5603	8535	1
5603	8561	1
5603	9022	1
5617	7157	1
5617	8501	1
5617	9091	1
5618	6284	6
5618	6572	1
5618	6698	1
5618	9491	2
5641	7414	1
5641	10102	2
5644	7307	1
5644	10082	2
5646	5655	1
5646	9999	1
5648	6630	2
5648	7414	2
5648	9664	1
5648	9683	1
5648	10071	1
5655	6963	4
5655	7843	1
5655	8839	1
5655	9664	1
5655	9683	1
5655	9995	3
5655	9999	1
5655	10314	1
5655	10337	1
5804	9653	1
5804	9682	6
5804	9684	1
5804	10044	1
5804	10320	1
5815	8281	2
5815	8395	1
5815	8594	1
5852	9870	2
5852	10419	1
5923	6225	1
5923	8116	6
6002	9799	3
6003	6857	1
6064	9664	1
6066	10396	1
6086	8826	1
6107	7157	4
6121	7449	3
6121	10083	1
6124	8163	1
6169	7157	1
6169	7458	2
6169	9052	1
6188	7701	1
6188	9154	1
6189	6425	2
6225	6630	1
6225	8826	5
6225	9047	2
6225	9216	1
6225	10071	4
6225	10231	1
6225	10320	1
6225	10324	1
6244	6773	4
6244	6778	6
6284	6572	4
6284	6698	2
6284	7665	1
6284	8115	2
6284	8149	1
6284	9091	2
6284	9374	5
6284	9381	3
6284	9429	3
6284	9434	6
6284	9552	2
6285	6425	2
6285	6699	1
6285	9154	1
6285	9552	1
6285	9553	1
6296	9047	4
6375	6383	2
6425	7137	2
6425	9445	5
6495	6834	1
6572	6698	2
6572	9091	1
6572	9434	4
6592	8919	1
6630	7414	1
6630	8318	1
6630	8826	6
6630	9216	1
6630	10071	1
6630	10320	1
6640	7004	1
6698	8107	1
6698	9381	3
6698	9434	1
6699	9092	1
6699	9364	3
6699	9375	1
6699	9382	1
6699	9553	2
6699	9641	3
6699	9957	1
6741	8395	1
6741	9674	1
6773	6778	4
6778	10419	1
6831	8012	1
6831	9047	1
6831	9853	1
6836	9154	1
6854	7885	6
6857	9870	2
6954	9047	4
6962	9682	1
6962	9683	4
6962	10071	3
6962	10403	1
6963	7843	1
6963	8843	1
6963	9664	1
6963	9683	1
6963	9995	5
6963	10314	1
6963	10337	1
6963	10386	1
7002	10185	5
7003	9602	1
7003	10185	1
7114	7732	3
7114	8703	1
7137	7885	5
7137	9364	1
7137	9445	1
7137	9641	1
7157	8501	1
7157	9091	2
7169	9434	5
7209	8703	1
7306	10207	1
7307	7458	3
7307	8299	2
7307	10207	5
7307	10324	1
7307	10337	4
7307	10394	2
7323	9047	5
7409	9682	1
7414	9656	1
7414	9684	1
7414	10102	2
7414	10216	1
7445	8395	1
7445	9976	1
7449	7885	1
7458	10207	1
7460	9933	1
7460	10354	1
7491	7843	1
7491	10419	5
7514	7843	1
7665	8163	1
7665	9374	3
7665	9381	3
7701	7738	4
7701	9154	10
7709	8115	5
7709	10419	2
7732	8703	1
7738	9154	5
7756	8775	2
7765	8298	1
7790	8535	1
7843	7844	6
7843	8047	2
7843	8848	2
7843	9372	3
7843	9655	1
7843	9683	1
7843	9923	1
7843	9967	1
7843	9980	1
7843	9995	2
7843	10095	6
7843	10128	7
7843	10173	1
7843	10328	4
7843	10352	2
7843	10394	1
7843	10419	1
7843	10437	1
7885	9641	1
7986	9933	1
7986	9976	1
7986	10116	1
8012	9853	1
8020	9343	2
8057	8682	3
8057	9923	2
8107	9343	1
8115	9052	1
8115	10419	2
8124	8163	1
8124	9052	4
8141	8165	2
8141	9382	1
8149	8163	1
8157	9641	1
8160	9602	1
8163	9014	5
8163	9052	5
8163	10435	6
8165	8639	1
8299	8968	4
8299	9664	1
8299	10207	5
8318	9463	3
8322	8973	2
8352	9712	4
8501	9091	1
8501	9375	1
8501	9497	1
8535	10419	1
8594	8849	2
8594	9674	1
8594	10330	1
8628	9682	1
8628	10040	1
8628	10071	1
8628	10083	1
8628	10324	2
8628	10336	1
8628	10404	1
8682	9879	6
8682	9923	2
8682	10337	1
8702	10082	1
8785	10343	11
8801	9990	2
8809	9655	2
8809	9661	1
8809	10386	1
8809	10394	1
8822	9047	11
8822	9848	2
8826	9047	4
8826	9216	5
8826	10071	4
8826	10324	1
8843	10019	1
8843	10320	1
8848	9682	1
8849	8973	1
8849	9599	3
8849	10337	1
8883	10194	2
8920	9463	1
8965	9463	1
8965	10071	1
8965	10326	1
8965	10396	1
8968	9683	2
8968	10207	1
8973	9047	3
8973	9599	1
9014	10435	1
9022	9871	1
9047	9091	1
9047	9463	2
9047	9491	1
9047	9848	12
9047	9876	5
9047	9957	1
9047	10437	1
9052	9376	1
9052	9491	1
9052	9668	1
9052	10328	3
9052	10386	2
9091	9374	5
9091	9376	1
9091	9381	1
9091	9429	2
9091	9434	3
9091	9552	2
9092	9364	2
9092	9375	2
9092	9382	2
9092	9553	1
9092	9641	2
9092	9957	1
9109	9893	2
9203	9967	2
9203	10039	2
9217	10194	4
9310	9957	1
9343	10437	1
9364	9375	6
9364	9382	6
9364	9552	1
9364	9553	6
9364	9641	30
9364	9957	3
9364	10071	1
9374	9376	1
9374	9381	5
9374	9552	4
9374	10437	1
9375	9382	10
9375	9553	7
9375	9641	6
9375	9957	1
9376	9491	2
9376	10328	1
9381	9552	2
9382	9553	6
9382	9641	6
9382	9957	1
9552	9641	1
9552	9957	1
9553	9641	6
9553	9957	1
9641	9957	3
9641	10071	1
9653	9682	4
9653	9684	4
9653	10044	3
9653	10320	2
9655	10047	1
9655	10394	3
9656	9659	1
9656	9923	1
9656	10082	1
9656	10102	1
9656	10216	1
9659	10337	1
9661	9682	1
9661	9712	1
9661	10394	1
9664	9682	2
9664	9683	1
9664	9995	1
9664	10095	3
9664	10231	1
9664	10328	1
9664	10345	1
9668	9928	1
9668	9985	1
9668	10105	1
9668	10215	2
9668	10336	1
9668	10396	1
9674	9923	3
9674	10105	1
9674	10326	3
9682	9683	2
9682	9684	5
9682	9967	1
9682	10044	7
9682	10047	1
9682	10213	1
9682	10215	1
9682	10320	4
9682	10324	1
9682	10326	1
9682	10336	1
9682	10355	1
9682	10394	2
9683	9684	2
9683	9995	2
9683	10047	1
9683	10231	1
9683	10305	1
9683	10320	1
9683	10345	2
9683	10354	1
9684	10044	4
9684	10320	2
9684	10336	1
9684	10345	1
9684	10354	1
9800	9871	1
9800	10216	1
9871	10216	2
9923	9988	1
9923	10022	1
9923	10102	1
9923	10326	6
9923	10355	2
9933	10116	5
9967	9980	1
9967	10039	2
9967	10095	1
9967	10324	1
9980	10095	1
9985	10105	1
9985	10336	1
9988	10403	1
9995	10337	1
9995	10345	1
10019	10320	1
10019	10354	1
10039	10336	1
10040	10213	1
10040	10215	1
10044	10320	3
10044	10336	1
10047	10095	1
10047	10320	2
10067	10194	1
10067	10325	1
10071	10320	1
10071	10340	1
10071	10404	4
10076	10326	2
10083	10329	1
10095	10231	1
10102	10355	1
10105	10396	1
10128	10328	1
10128	10352	6
10213	10215	7
10216	10352	1
10246	10354	1
10305	10320	1
10305	10340	1
10320	10352	1
10324	10337	1
10324	10394	1
10326	10336	1
10326	10355	1
10326	10356	2
10326	10364	1
10326	10386	1
10326	10403	1
10328	10345	1
10336	10340	1
10336	10355	1
10336	10356	6
10336	10364	5
10337	10394	2
10340	10355	1
10340	10364	1
10355	10364	1
10356	10364	2
