author_idA	author_idB	n_joint_papers	n_joint_papers_frac
981772	3430270	1	.500000000000
690847	3519792	6	1.153571428571
3186071	3535713	1	.200000000000
1401423	3546700	1	.083333333333
2767783	3638700	3	.666666666666
2922782	3676589	3	.311111111111
3281578	3734572	12	1.963888888887
112917	3740432	1	.083333333333
3420729	3758026	3	.950000000000
3040184	3802291	10	2.274999999999
2406006	3896029	1	.125000000000
2823593	3896029	2	.369047619047
1724993	3904089	1	.333333333333
981772	3919261	15	2.608333333331
2817282	3935772	4	.792857142857
145908	3942806	2	.253968253968
712976	4000489	1	.111111111111
1686223	4000489	1	.100000000000
1699098	4000489	1	.066666666666
2999358	4006138	8	1.263492063489
1773996	4031942	5	1.226190476189
3692891	4048809	1	.142857142857
3758521	4074800	2	.285714285714
3904089	4075940	2	.250000000000
2338619	4096690	7	.301109839814
471923	4147529	2	.366666666666
1932349	4147529	3	1.333333333333
3201593	4175434	4	.547222222221
2318051	4196552	1	.052631578947
2823593	4196552	4	.247712418299
1600929	4202324	1	.090909090909
3524621	4244376	6	.974999999998
3040184	4250822	1	.038461538461
3690439	4251617	21	5.141666666663
4177420	4377473	1	.111111111111
690847	4496686	2	.161111111111
894891	4536497	7	.926129426126
873123	4545483	2	.333333333332
1150300	4555264	2	.309523809523
3791948	4559521	1	.031250000000
2789175	4642489	1	.142857142857
3050541	4642489	6	.700396825395
668253	4669961	2	.291666666666
858370	4673645	2	.208333333333
1419581	4736019	2	.266666666666
202980	4741906	1	.200000000000
2351832	4779492	32	4.156212748595
1154469	4800265	34	10.030158730153
3794827	4800265	2	.202020202020
3031579	4825031	35	3.498707281646
4496686	4825031	36	3.338322860351
4726844	4849295	21	3.080158730153
394894	4881611	3	.575000000000
336996	4891465	1	.062500000000
1487367	4891465	3	.276634768739
3942806	4928697	1	.166666666666
969473	5020189	2	.366666666666
1575843	5020189	1	.090909090909
1964656	5023317	3	.450000000000
1686223	5031463	1	.250000000000
4673645	5056012	1	.125000000000
828706	5065424	1	.333333333333
1202046	5077852	1	.200000000000
976939	5161567	9	1.322557997557
2892190	5184909	1	.125000000000
413232	5184910	1	.250000000000
3111578	5204290	2	.325000000000
3201593	5252050	2	.257575757575
2892190	5287238	2	.450000000000
4241299	5332791	2	.233766233766
5077852	5338001	3	.491666666666
3871858	5338002	2	.108187134502
4758255	5338002	1	.100000000000
452683	5423304	2	.311111111111
962294	5423304	3	.616666666666
3112223	5494273	2	.211111111111
3566908	5494273	2	.148351648351
3937320	5494273	3	.592857142857
3201593	5517831	3	.600000000000
394894	5533868	3	.465909090909
2406006	5533868	1	.166666666666
1606894	5539798	9	2.355072463766
870892	5553006	9	2.166666666666
962294	5570154	1	.200000000000
1865068	5570154	3	.316468253968
3186071	5570154	1	.090909090909
858451	5642112	1	.058823529411
1510779	5642937	11	1.997222222221
1684853	5758999	1	.250000000000
1410194	5836849	61	9.057940159244
5405826	5836849	5	.711544011543
1185134	5858850	1	.142857142857
4207298	5858850	1	.100000000000
329475	8181321	5	1.124999999999
3820766	8181321	3	.425000000000
5483449	8189667	47	10.722638369535
7560522	8189667	3	.278121775024
6160622	8189766	4	.590256410256
5056012	8210448	5	1.108333333333
1683873	8214942	14	1.906275157588
4530083	8242225	1	.250000000000
2947016	8273411	1	.111111111111
5778111	8287343	3	.336601307188
7890552	8288898	1	.250000000000
1235648	8304267	8	.505513008325
7899277	8304267	1	.200000000000
5194529	8318633	1	.066666666666
1166824	8353726	1	.018181818181
2949498	8353726	1	.090909090909
3403937	8353726	8	2.483333333333
7534038	8360119	6	1.833333333333
1042991	8369093	19	4.908333333332
3820766	8369167	4	.596825396825
5051682	8369167	2	.188034188034
7649894	8372804	1	.166666666666
3904089	8373729	1	.142857142857
211908	8383800	1	.200000000000
2533106	8383800	2	.291666666666
6310423	8391208	1	.500000000000
4669961	8391248	23	4.138957284542
3157515	8400634	1	.100000000000
7462347	8405261	1	.200000000000
2351832	8436334	5	1.024999999999
7183808	8446996	1	.066666666666
4031942	8448326	5	.250403325886
7945472	8448326	4	.236926450741
8228823	8448326	2	.222222222222
401007	8486143	5	.767857142856
1724993	8486143	89	33.767857142848
109241	8496576	2	.133333333332
2580845	8496576	2	.116883116882
3799198	8496576	2	.090000000000
4075317	8496576	3	.700000000000
4726844	8533094	3	.189898989898
1470337	8600849	1	.083333333333
7945472	8600849	5	.311323529410
7991166	8613316	9	2.949999999998
112917	8640345	3	.336601307188
3963894	8640984	12	3.666666666666
5640476	8640984	21	4.733333333333
2515316	8643813	6	.922222222222
3403937	8643813	1	.111111111111
5881930	8643813	1	.083333333333
8353726	8643813	12	2.336111111107
1470337	8649724	9	1.717857142856
4800265	8655395	2	.222222222222
8242225	8662489	1	.071428571428
691713	8703470	18	1.944543365126
3040184	8703470	1	.100000000000
6139080	8703470	1	.083333333333
4946593	8715225	1	.142857142857
5836849	8715225	4	.583333333332
6591614	8715225	10	1.994444444443
1399561	8716396	3	.333333333333
828706	8719768	34	14.533333333329
160471	8723260	5	1.016666666666
2892190	8767031	6	.710714285714
7158982	8768796	1	.111111111111
8369167	8768796	104	11.287701084580
2823593	8784536	22	2.068514870868
4250822	8784536	2	.392857142857
2817282	8789244	1	.200000000000
1427215	8794708	1	.250000000000
668253	8817087	2	.311111111111
6787366	8817087	1	.142857142857
4673645	8821484	1	.142857142857
7753752	8821484	10	1.627380952378
7921346	8821484	4	.742857142857
2451690	8825202	12	3.199999999999
4048809	8825202	2	.194444444444
7780035	8825202	2	.194444444444
4889904	8857691	2	.291666666666
2616691	8858495	8	1.199300699299
4556419	8858495	2	.291666666666
6773045	8858495	7	1.087301587300
8493381	8858495	2	.325000000000
8817087	8858495	9	1.228571428570
1470843	8865092	2	.500000000000
6155011	8868202	1	.166666666666
8234342	8868202	6	.806818181818
1686223	8895650	2	.201923076923
7527733	8895650	2	.070346320346
7753467	8895650	1	.050000000000
3906191	8950582	1	1.000000000000
3734572	8960795	2	.392857142857
6094861	8960795	1	.125000000000
2322246	8965492	1	.111111111111
3308107	8965492	3	.477777777777
6693229	8965492	1	.125000000000
6880366	8989616	1	.090909090909
1575843	8995654	1	.166666666666
4075317	9019406	1	.038461538461
8496576	9019406	1	.071428571428
3903803	9023656	1	.250000000000
6139080	9130370	1	.100000000000
2544205	9133772	1	.083333333333
639919	9151635	1	.076923076923
1470843	9151635	3	.733333333333
7097869	9151635	1	.100000000000
1288535	9162291	1	.250000000000
5423304	9193484	3	.592857142857
1487367	9212838	1	.026315789473
2946852	9220066	5	.656746031745
3519792	9220066	4	.363636363636
3754568	9220066	2	.138461538461
6101302	9220066	5	.521367521367
7462347	9220066	1	.043478260869
7753754	9220066	1	.090909090909
873123	9234461	2	.138095238094
3494072	9260137	5	.949999999999
3798725	9260810	43	8.524181374173
1570611	9268800	1	.250000000000
2338619	9268800	1	.076923076923
8613263	9292021	1	.142857142857
1636653	9323818	5	.983333333332
7190889	9323818	1	.083333333333
8369167	9357199	14	1.851526251525
9305877	9412929	6	.791666666665
2815755	9450192	8	.850407925406
8817087	9450878	1	.125000000000
1590098	9453855	3	.333766233766
4758232	9453855	3	1.166666666666
3030857	9460024	4	2.033333333333
7080483	9481476	45	10.611904761896
5158915	9507969	2	.333333333332
9445643	9507969	1	.125000000000
1869385	9508000	3	.749999999999
1271098	9536237	8	1.383333333332
8383800	9536237	4	.433333333333
2558900	9557260	21	3.888766788763
5334626	9567516	1	.111111111111
4545483	9597302	2	.253968253968
5008328	9610544	7	1.302777777776
4736019	9617551	2	.333333333332
7756075	9626165	4	.816666666666
776490	9653699	1	.052631578947
801988	9653699	5	.934523809523
9220066	9653699	3	.247076023391
3820766	5881930	3	.378968253968
3654320	5940461	1	.200000000000
5423304	6073853	1	.250000000000
672376	6094861	1	.055555555555
4651519	6094861	1	.200000000000
2722709	6101302	91	14.505766455751
4501222	6101302	1	.111111111111
2533106	6139080	2	.236111111111
2817282	6139080	1	.200000000000
3040184	6139080	1	.076923076923
1270979	6141336	7	1.643589743588
2533106	6146735	1	.090909090909
776490	6160622	2	.093478260869
4673645	6160622	3	.458333333333
4673645	6172454	1	.100000000000
3447638	6209232	1	.083333333333
3942806	6328851	17	3.288492063487
4380783	6358036	8	1.545238095236
4031942	6395279	2	.098823529411
2397125	6395644	1	.200000000000
5483449	6395644	1	.045454545454
6160622	6395644	1	.090909090909
4000489	6422022	1	.071428571428
3794827	6443084	8	1.154761904760
5232260	6443084	1	.200000000000
5913507	6443084	2	.666666666666
2474042	6478596	4	.404761904760
2533105	6478596	4	.609523809523
3100837	6478596	1	.062500000000
2628449	6524748	2	.190909090909
3621649	6529192	5	1.200000000000
3308107	6537341	11	1.492857142855
2318051	6547096	1	.071428571428
1674045	6582470	2	.392857142857
3174094	6588941	2	.236111111111
3752493	6591614	1	.142857142857
5828304	6591614	11	1.089957264956
2823593	6595057	9	.736943187529
4554093	6595057	1	.020000000000
873123	6671712	10	.909142246640
6329195	6739240	6	1.085714285714
4196552	6743699	1	.062500000000
5725629	6743699	2	.153409090909
2515316	6752339	21	3.599675324671
2823593	6752339	1	.066666666666
2949498	6752339	1	.500000000000
5483449	6752339	1	.055555555555
5570154	6752339	1	.125000000000
5881930	6752339	1	.083333333333
6156522	6752339	30	4.129635642132
5836849	6757947	4	.733766233766
1210173	6773045	1	.166666666666
1410194	6773045	1	.125000000000
4140535	6773045	1	.083333333333
2947016	6785472	5	3.533333333333
3546700	6787139	1	.083333333333
2789175	6787366	1	.020833333333
5834780	6788712	9	1.587301587301
1235648	6790799	2	.096982758620
1748011	6798640	1	.166666666666
1210619	6811001	1	.111111111111
6319492	6813798	1	.500000000000
2200350	6828623	1	.125000000000
873123	6835792	1	.066666666666
5252050	6854560	2	.225000000000
6828623	6895536	1	.142857142857
1256858	6899900	1	.111111111111
2515316	6907330	1	.166666666666
3196836	6925129	2	.176923076923
5796659	7039237	1	.166666666666
226047	7080483	4	1.226190476190
1185134	7080483	1	.055555555555
3308107	7080483	1	.100000000000
41374	7122133	1	.111111111111
3201593	7130784	2	.400000000000
5252050	7130784	10	3.258333333332
6728920	7130784	1	.200000000000
4530083	7136216	5	.791666666664
5913507	7136216	1	.166666666666
7114966	7188079	1	.014492753623
2351832	7402412	1	.071428571428
3308107	7402412	1	.016949152542
4075317	7402412	5	.253823953822
112917	7423138	1	.062500000000
1680975	7423138	3	.375000000000
690847	7462347	2	.101010101009
7080483	7462347	33	6.099639249634
1235648	7483031	1	.058823529411
2733729	7524023	16	9.233333333332
832073	7528624	5	1.083333333331
1946947	7528624	1	.166666666666
1410194	7560522	2	.238461538461
4031942	7560522	35	1.749387395514
5056479	7560522	1	.083333333333
4197879	7578770	3	.158609839816
1042012	7586238	2	.583333333333
1687443	7586238	4	.642857142855
1912533	7586238	1	.200000000000
3157515	7592570	2	.309523809523
6391060	7597141	2	.533333333333
3566908	7633719	3	.616666666666
560273	7649894	10	.865811965809
5499903	7669637	1	.200000000000
3896029	7724168	22	3.593692418689
6668103	7753137	6	.967857142855
6172454	7753754	1	.111111111111
1154469	7753756	1	.125000000000
4881611	7756218	5	.916666666664
691713	7778755	5	.905555555554
1202046	7778755	2	.225000000000
3930402	7778755	1	.200000000000
6139080	7778755	11	1.784523809523
1859515	7794838	3	.305555555555
1703526	7819120	1	.142857142857
5348741	7819121	3	.450000000000
2215157	7841161	19	4.026190476187
4423858	7841161	4	.558333333332
7122133	7841161	1	.125000000000
417984	7845553	1	.200000000000
792153	7850611	1	.333333333333
7420169	7850611	1	.083333333333
590484	7870676	1	.250000000000
7167919	7870676	94	23.580441297820
3668980	7872281	4	1.116666666666
3611870	7890552	1	.037037037037
3668980	7904923	1	.200000000000
7872281	7904923	2	.400000000000
7450901	7921346	3	.550000000000
1229707	7931859	5	.377777777775
7724168	7931859	2	.202020202020
3423768	7945472	3	.278943278943
4673645	7948004	3	.180147058822
6443084	7948004	7	1.102813852813
3183558	7979091	3	1.250000000000
3668980	7979092	14	3.076190476188
3376671	7981718	4	.252380952380
4075317	7981718	2	.061904761904
211908	7985721	2	.366666666666
4195603	7991656	7	.351623624276
4555262	8025810	25	5.033333333330
1390806	8037628	1	.041666666666
7828164	8041136	2	.267857142857
202980	8081844	7	.717893217892
3174096	8082256	2	.342857142857
4800265	8094966	96	35.199206349195
228908	647016	2	.290909090909
145908	792153	12	.936097236094
245333	976939	1	.166666666666
366398	1181941	1	.125000000000
776490	1185134	1	.166666666666
401007	1229707	31	7.512301587296
873123	1288535	2	.190909090909
1005159	1410194	4	.407539682539
1256858	1429594	6	1.650000000000
690940	1500372	7	1.078571428570
401007	1510779	1	.200000000000
962294	1526536	2	.195488721804
1185134	1570611	1	.083333333333
1525462	1573653	1	.055555555555
1248019	1680975	5	.741666666666
1500372	1768914	1	.071428571428
336996	1859515	1	.062500000000
1869385	1905114	1	.166666666666
1429594	1959679	8	1.916666666666
1686223	2146972	3	.353968253968
1699098	2146972	9	1.074696545283
104655	2312743	6	.837301587300
1202046	2318051	2	.333333333332
1699098	2318051	1	.111111111111
4668	2393940	2	.250000000000
401007	2393940	2	.312500000000
785587	2397125	1	.125000000000
712976	2451690	14	1.587049062048
2008045	2493630	2	.450000000000
2313514	2533106	2	.166666666666
104655	2573323	6	.837301587300
666419	2625388	2	.400000000000
801988	2722655	1	.250000000000
1229707	2722655	10	1.438034188032
858370	2789175	1	.066666666666
957212	2823593	1	.035714285714
2580845	2946852	1	.058823529411
2974514	2999358	2	.267857142857
1490178	3008086	6	1.366666666665
245333	3040184	4	.741666666666
1768914	3040244	1	.200000000000
2474042	3100837	2	.342857142857
2698690	3111578	1	.100000000000
2514663	3183558	1	.333333333333
2322246	3184207	1	.111111111111
1152350	3222419	1	.250000000000
2147505	3248305	2	.200000000000
211908	3271231	1	.125000000000
858370	3271231	2	.342857142857
981772	3308107	4	1.166666666666
3201593	3321868	16	3.219444444438
458757	3369392	3	.650000000000
2580845	3376671	1	.142857142857
2999275	3376671	2	.201680672268
2515316	3403937	2	.388888888888
792153	3424875	2	.116666666666
3040244	3434109	3	1.000000000000
3174158	3638700	3	.749999999999
3031579	3654320	1	.076923076923
3376671	3690439	1	.083333333333
957212	3740432	1	.200000000000
3075353	3740432	1	.100000000000
3535713	3752493	1	.200000000000
1398345	3794827	18	2.653174603171
2789175	3794827	3	.302020202020
776490	3799198	1	.034482758620
3647878	3799198	2	.090000000000
3250712	3802291	51	15.327020202015
858451	3818761	7	.951190476189
1377003	3871857	1	.076923076923
967163	3904089	2	.750000000000
1166824	3904089	2	.037412587411
3403937	3909464	1	.071428571428
691713	3930402	1	.038461538461
3566908	3937320	1	.250000000000
3376671	3963894	1	.500000000000
3362999	3973537	1	.142857142857
1210173	4000489	2	.122377622377
3376671	4074800	1	.200000000000
1578924	4098350	1	.200000000000
2533106	4105024	4	.358741258741
598170	4179146	2	.361111111111
4170965	4179146	6	.670634920634
801988	4207298	1	.200000000000
2313514	4369883	16	2.458369408366
2451690	4423858	3	.592857142857
776490	4501222	5	.417832167831
3647878	4501222	11	1.594480519480
3377813	4530083	1	.250000000000
4145417	4536497	6	.878968253966
1699098	4556419	1	.111111111111
1688733	4590559	1	.500000000000
1353032	4669961	1	.250000000000
1699098	4669961	2	.291666666666
1748011	4669961	3	.342857142857
3276521	4669961	2	.201923076923
3896029	4673645	2	.177631578947
2497304	4685909	1	.200000000000
1399561	4712631	3	.333333333332
4412182	4721541	1	.200000000000
3040184	4736019	1	.250000000000
4105024	4781317	1	.250000000000
667983	4783147	1	.333333333333
2326932	4800265	1	.250000000000
1105541	4812275	21	2.891305916304
4196552	4846620	1	.111111111111
668253	4849295	3	.233928571428
4626233	4849295	3	.292857142856
2714384	4881611	2	.309523809523
3244878	4881611	1	.200000000000
3221178	4891465	3	.212121212120
2815755	4950103	1	.050000000000
3031579	5008328	5	.544298245613
2817282	5020189	8	1.234523809521
5008328	5056012	11	1.918443544757
1636653	5161567	2	.533333333333
4555262	5161567	2	.202020202020
1573653	5235181	1	.166666666666
4429390	5252050	8	1.062791783379
4824119	5279642	1	.200000000000
667983	5287238	2	.342857142857
3421042	5287238	1	.500000000000
368205	5314775	9	1.399675324675
1381424	5338002	5	.274043017748
4556419	5346423	2	.124542124542
5338002	5409487	2	.202020202020
957212	5483449	1	.166666666666
1407852	5499903	1	.250000000000
3904089	5499903	1	.066666666666
4196552	5538816	2	.142857142856
4801691	5543028	1	.200000000000
452683	5570154	2	.311111111111
2862643	5588968	4	.759523809523
3075426	5592114	2	.400000000000
4171661	5642112	3	.561111111111
2451690	5778111	1	.200000000000
1181941	5836849	3	.396825396825
3186071	5836849	1	.058823529411
3201593	5836849	2	.202020202020
3758026	5836849	1	.111111111111
5252050	5836849	4	.353246753246
1468013	5876932	21	9.333333333332
1369764	5881930	3	.517857142857
